faq_id,question,answer,beneficiaries,sector,subsite,page_number,page_url,source,searchable_text,source_type,source_name,legal_category,document_unit_id,text_for_indexing,normalized_text,faq_domain_label,faq_filter_reason,keep_for_rag,keep_for_eval
619,موظفة وزوجها يعملان بالخارج ما مدى استحقاق الزوجة لبدل العلاج بالرغم من أن زوجها يصرف له هذا البدل؟,تستحق بدل العلاج باعتبارها موظفة، على أن تستبعد من العدد المكون لأفراد أسرة زوجها.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,52,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: موظفة وزوجها يعملان بالخارج ما مدى استحقاق الزوجة لبدل العلاج بالرغم من أن زوجها يصرف له هذا البدل؟ الإجابة: تستحق بدل العلاج باعتبارها موظفة، على أن تستبعد من العدد المكون لأفراد أسرة زوجها.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,7b21e57f5bfcaaf2a96f9a626fe0178ccf497b825754a7c11385cdbe111cc378,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظفة وزوجها يعملان بالخارج ما مدى استحقاق الزوجة لبدل العلاج بالرغم من أن زوجها يصرف له هذا البدل؟ الإجابة: تستحق بدل العلاج باعتبارها موظفة، على أن تستبعد من العدد المكون لأفراد أسرة زوجها.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: موظفه وزوجها يعملان بالخارج ما مدي استحقاق الزوجه لبدل العلاج بالرغم من ان زوجها يصرف له هذا البدل؟ الاجابه: تستحق بدل العلاج باعتبارها موظفه، علي ان تستبعد من العدد المكون لافراد اسره زوجها.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
625,متعاقد حصل على الجنسية السعودية وتم تعيينه. ما مدى أحقيته لبدل التعيين؟,يمكن منح المتعاقد الذي حصل على الجنسية السعودية لبدل التعيين المنصوص عليه في المادة (45) من لائحة الحقوق والمزايا المالية إذا كان تعيينه قد تم لأول مرة في خدمة الدولة بعد حصوله على الجنسية.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,53,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: متعاقد حصل على الجنسية السعودية وتم تعيينه. ما مدى أحقيته لبدل التعيين؟ الإجابة: يمكن منح المتعاقد الذي حصل على الجنسية السعودية لبدل التعيين المنصوص عليه في المادة (45) من لائحة الحقوق والمزايا المالية إذا كان تعيينه قد تم لأول مرة في خدمة الدولة بعد حصوله على الجنسية.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,f75c9eb31fd9ee2a00f957a19cff771c0841dd3b2814a569b33c4044b5af424b,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: متعاقد حصل على الجنسية السعودية وتم تعيينه. ما مدى أحقيته لبدل التعيين؟ الإجابة: يمكن منح المتعاقد الذي حصل على الجنسية السعودية لبدل التعيين المنصوص عليه في المادة (45) من لائحة الحقوق والمزايا المالية إذا كان تعيينه قد تم لأول مرة في خدمة الدولة بعد حصوله على الجنسية.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: متعاقد حصل علي الجنسيه السعوديه وتم تعيينه. ما مدي احقيته لبدل التعيين؟ الاجابه: يمكن منح المتعاقد الذي حصل علي الجنسيه السعوديه لبدل التعيين المنصوص عليه في الماده (45) من لايحه الحقوق والمزايا الماليه اذا كان تعيينه قد تم لاول مره في خدمه الدوله بعد حصوله علي الجنسيه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
626,هل تصرف ثلاثة أضعاف قيمة التذكرة للموظف المنقول وفقاً للمادة (39/أ) من لائحة الحقوق والمزايا المالية على أساس الدرجة المستحقة للموظف أم على أساس الدرجة السياحية مهما كانت مرتبة؟,تقضي هذه المادة بأن يصرف ثلاثة أضعاف قيمة التذكرة للموظف المنقول وبالتالي فإنه يصرف له ذلك حسب الدرجة المستحقة وفقاً للمادة (42) من لائحة الحقوق والمزايا المالية.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,53,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: هل تصرف ثلاثة أضعاف قيمة التذكرة للموظف المنقول وفقاً للمادة (39/أ) من لائحة الحقوق والمزايا المالية على أساس الدرجة المستحقة للموظف أم على أساس الدرجة السياحية مهما كانت مرتبة؟ الإجابة: تقضي هذه المادة بأن يصرف ثلاثة أضعاف قيمة التذكرة للموظف المنقول وبالتالي فإنه يصرف له ذلك حسب الدرجة المستحقة وفقاً للمادة (42) من لائحة الحقوق والمزايا المالية.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,b662e49a608b58d178745a894e3d409d0d3b510c5baa5d041f5c99f59e388890,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل تصرف ثلاثة أضعاف قيمة التذكرة للموظف المنقول وفقاً للمادة (39/أ) من لائحة الحقوق والمزايا المالية على أساس الدرجة المستحقة للموظف أم على أساس الدرجة السياحية مهما كانت مرتبة؟ الإجابة: تقضي هذه المادة بأن يصرف ثلاثة أضعاف قيمة التذكرة للموظف المنقول وبالتالي فإنه يصرف له ذلك حسب الدرجة المستحقة وفقاً للمادة (42) من لائحة الحقوق والمزايا المالية.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: هل تصرف ثلاثه اضعاف قيمه التذكره للموظف المنقول وفقا للماده (39/ا) من لايحه الحقوق والمزايا الماليه علي اساس الدرجه المستحقه للموظف ام علي اساس الدرجه السياحيه مهما كانت مرتبه؟ الاجابه: تقضي هذه الماده بان يصرف ثلاثه اضعاف قيمه التذكره للموظف المنقول وبالتالي فانه يصرف له ذلك حسب الدرجه المستحقه وفقا للماده (42) من لايحه الحقوق والمزايا الماليه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
627,ما مدى انطباق قرار مجلس الوزراء رقم (101) وتاريخ 24/6/1405هـ المتضمن تحديد فترات الانتداب التي لا يجوز تجاوزها في السنة على المشمولين بنظام الوزراء ونوابهم وموظفي المرتبة الممتازة؟,لا يشمل قرار مجلس الوزراء المشار إليه الخاضعين لنظام الوزراء ونوابهم وموظفي المرتبة الممتازة,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,53,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى انطباق قرار مجلس الوزراء رقم (101) وتاريخ 24/6/1405هـ المتضمن تحديد فترات الانتداب التي لا يجوز تجاوزها في السنة على المشمولين بنظام الوزراء ونوابهم وموظفي المرتبة الممتازة؟ الإجابة: لا يشمل قرار مجلس الوزراء المشار إليه الخاضعين لنظام الوزراء ونوابهم وموظفي المرتبة الممتازة,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,d708fbc71a141c3ec0d642e9beafb18784357984ac35d417b1f288b87d4769c3,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى انطباق قرار مجلس الوزراء رقم (101) وتاريخ 24/6/1405هـ المتضمن تحديد فترات الانتداب التي لا يجوز تجاوزها في السنة على المشمولين بنظام الوزراء ونوابهم وموظفي المرتبة الممتازة؟ الإجابة: لا يشمل قرار مجلس الوزراء المشار إليه الخاضعين لنظام الوزراء ونوابهم وموظفي المرتبة الممتازة,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي انطباق قرار مجلس الوزراء رقم (101) وتاريخ 24/6/1405ه المتضمن تحديد فترات الانتداب التي لا يجوز تجاوزها في السنه علي المشمولين بنظام الوزراء ونوابهم وموظفي المرتبه الممتازه؟ الاجابه: لا يشمل قرار مجلس الوزراء المشار اليه الخاضعين لنظام الوزراء ونوابهم وموظفي المرتبه الممتازه,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
633,موظف يشغل المرتبة الخامسة عشرة لديه سيارة مؤمنة مع سائقها من قبل الدولة ورغب في الحصول على إجازة عادية وقضائها خارج مقر عمله داخل المملكة فهل يجوز انتداب سائقه للجهة التي يقضي بها إجازته؟,طالما أن تأمين السيارة مع سائقها لاستعماله في الشؤون العامة والخاصة فإنه من الممكن انتدابه معه في الجهة التي سيقضي بها إجازته بداخل المملكة وهذا ما يتفق مع حكم المادة (44/أ) من لائحة الحقوق والمزايا المالية.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,54,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: موظف يشغل المرتبة الخامسة عشرة لديه سيارة مؤمنة مع سائقها من قبل الدولة ورغب في الحصول على إجازة عادية وقضائها خارج مقر عمله داخل المملكة فهل يجوز انتداب سائقه للجهة التي يقضي بها إجازته؟ الإجابة: طالما أن تأمين السيارة مع سائقها لاستعماله في الشؤون العامة والخاصة فإنه من الممكن انتدابه معه في الجهة التي سيقضي بها إجازته بداخل المملكة وهذا ما يتفق مع حكم المادة (44/أ) من لائحة الحقوق والمزايا المالية.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,f4f2c0a14c6b6e1603ef256aee0aa791d3609384dacb1b13cd823b121f018a33,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: موظف يشغل المرتبة الخامسة عشرة لديه سيارة مؤمنة مع سائقها من قبل الدولة ورغب في الحصول على إجازة عادية وقضائها خارج مقر عمله داخل المملكة فهل يجوز انتداب سائقه للجهة التي يقضي بها إجازته؟ الإجابة: طالما أن تأمين السيارة مع سائقها لاستعماله في الشؤون العامة والخاصة فإنه من الممكن انتدابه معه في الجهة التي سيقضي بها إجازته بداخل المملكة وهذا ما يتفق مع حكم المادة (44/أ) من لائحة الحقوق والمزايا المالية.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: موظف يشغل المرتبه الخامسه عشره لديه سياره مومنه مع سايقها من قبل الدوله ورغب في الحصول علي اجازه عاديه وقضايها خارج مقر عمله داخل المملكه فهل يجوز انتداب سايقه للجهه التي يقضي بها اجازته؟ الاجابه: طالما ان تامين السياره مع سايقها لاستعماله في الشوون العامه والخاصه فانه من الممكن انتدابه معه في الجهه التي سيقضي بها اجازته بداخل المملكه وهذا ما يتفق مع حكم الماده (44/ا) من لايحه الحقوق والمزايا الماليه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
639,من المسؤول الذي يمنح الإجازة الاضطرارية؟,المسؤول الذي يمنح الإجازة الاضطرارية هو نفس المسؤول الذي يملك الحق في إصدار قرار الإجازة بموجب النظام أو من فوضت له الصلاحية.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,54,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: من المسؤول الذي يمنح الإجازة الاضطرارية؟ الإجابة: المسؤول الذي يمنح الإجازة الاضطرارية هو نفس المسؤول الذي يملك الحق في إصدار قرار الإجازة بموجب النظام أو من فوضت له الصلاحية.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,69acaaa8fa34cc398e608d986ada284db111e40b3a99af5d16f2e2239b900203,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: من المسؤول الذي يمنح الإجازة الاضطرارية؟ الإجابة: المسؤول الذي يمنح الإجازة الاضطرارية هو نفس المسؤول الذي يملك الحق في إصدار قرار الإجازة بموجب النظام أو من فوضت له الصلاحية.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: من المسوول الذي يمنح الاجازه الاضطراريه؟ الاجابه: المسوول الذي يمنح الاجازه الاضطراريه هو نفس المسوول الذي يملك الحق في اصدار قرار الاجازه بموجب النظام او من فوضت له الصلاحيه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
640,هل يجوز منح إجازة الوضع قبل الولادة بفترة معقولة؟,لا مانع من أن تبدأ إجازة الوضع قبل التاريخ المرجح للوضع بحد أقصى بثمانية وعشرين يوماً على أن يكون التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,54,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: هل يجوز منح إجازة الوضع قبل الولادة بفترة معقولة؟ الإجابة: لا مانع من أن تبدأ إجازة الوضع قبل التاريخ المرجح للوضع بحد أقصى بثمانية وعشرين يوماً على أن يكون التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,ced5df30836085245034444cb8dc6b41ac03f48544e4bed46e6d21666cf037cf,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل يجوز منح إجازة الوضع قبل الولادة بفترة معقولة؟ الإجابة: لا مانع من أن تبدأ إجازة الوضع قبل التاريخ المرجح للوضع بحد أقصى بثمانية وعشرين يوماً على أن يكون التاريخ المرجح للوضع بموجب شهادة طبية مصدقة من جهة صحية.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: هل يجوز منح اجازه الوضع قبل الولاده بفتره معقوله؟ الاجابه: لا مانع من ان تبدا اجازه الوضع قبل التاريخ المرجح للوضع بحد اقصي بثمانيه وعشرين يوما علي ان يكون التاريخ المرجح للوضع بموجب شهاده طبيه مصدقه من جهه صحيه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
641,ما مدى جواز قطع أي من الإجازات المنصوص عليها باللائحة التنفيذية للموارد البشرية بإجازة أخرى؟,يجوز قطع أي من الإجازات المنصوص عليها باللائحة التنفيذية للموارد البشرية بإجازة أخرى إذا كانت مستحقة نظاماً عدا العطل والاجازات الآتية: العيدين والعطلة الاسبوعية واليوم الوطني والاضطرارية والدراسية والاستثنائية وفقاً للفقرة (ب) من المادة (159) من اللائحة.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,54,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى جواز قطع أي من الإجازات المنصوص عليها باللائحة التنفيذية للموارد البشرية بإجازة أخرى؟ الإجابة: يجوز قطع أي من الإجازات المنصوص عليها باللائحة التنفيذية للموارد البشرية بإجازة أخرى إذا كانت مستحقة نظاماً عدا العطل والاجازات الآتية: العيدين والعطلة الاسبوعية واليوم الوطني والاضطرارية والدراسية والاستثنائية وفقاً للفقرة (ب) من المادة (159) من اللائحة.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,2ff7c87f04facf411834ccf5247bc8aa12d0000489e7695bed65606cbb993a70,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى جواز قطع أي من الإجازات المنصوص عليها باللائحة التنفيذية للموارد البشرية بإجازة أخرى؟ الإجابة: يجوز قطع أي من الإجازات المنصوص عليها باللائحة التنفيذية للموارد البشرية بإجازة أخرى إذا كانت مستحقة نظاماً عدا العطل والاجازات الآتية: العيدين والعطلة الاسبوعية واليوم الوطني والاضطرارية والدراسية والاستثنائية وفقاً للفقرة (ب) من المادة (159) من اللائحة.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي جواز قطع اي من الاجازات المنصوص عليها باللايحه التنفيذيه للموارد البشريه باجازه اخري؟ الاجابه: يجوز قطع اي من الاجازات المنصوص عليها باللايحه التنفيذيه للموارد البشريه باجازه اخري اذا كانت مستحقه نظاما عدا العطل والاجازات الاتيه: العيدين والعطله الاسبوعيه واليوم الوطني والاضطراريه والدراسيه والاستثناييه وفقا للفقره (ب) من الماده (159) من اللايحه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
656,ما مدى احتساب أيام العطل الأسبوعية إذا وقعت هذه الأيام خلال الإجازة الاضطرارية للموظف؟,عطلة الأسبوع إذا تخللت الإجازة الاضطرارية تحتسب من ضمنها أما إذا وقعت قبلها أو بعدها فإنها لا تعتبر من الإجازة الاضطرارية.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,55,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: ما مدى احتساب أيام العطل الأسبوعية إذا وقعت هذه الأيام خلال الإجازة الاضطرارية للموظف؟ الإجابة: عطلة الأسبوع إذا تخللت الإجازة الاضطرارية تحتسب من ضمنها أما إذا وقعت قبلها أو بعدها فإنها لا تعتبر من الإجازة الاضطرارية.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,f2850b21dfa09eddda39fa687fb317959b4517d80a68226dd55465310291c6bb,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: ما مدى احتساب أيام العطل الأسبوعية إذا وقعت هذه الأيام خلال الإجازة الاضطرارية للموظف؟ الإجابة: عطلة الأسبوع إذا تخللت الإجازة الاضطرارية تحتسب من ضمنها أما إذا وقعت قبلها أو بعدها فإنها لا تعتبر من الإجازة الاضطرارية.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: ما مدي احتساب ايام العطل الاسبوعيه اذا وقعت هذه الايام خلال الاجازه الاضطراريه للموظف؟ الاجابه: عطله الاسبوع اذا تخللت الاجازه الاضطراريه تحتسب من ضمنها اما اذا وقعت قبلها او بعدها فانها لا تعتبر من الاجازه الاضطراريه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
664,هل تحتسب المدة اللازمة للتأهيل لغوياً أو فنياً قبل بدء الدراسة ضمن الإجازة الدراسية؟,مدة الإجازة الدراسية التي تمنح بدون راتب هي المدة اللازمة للحصول على الدرجة العلمية التي من أجلها سمح للموظف بالإجازة وتدخل ضمنها المدة اللازمة للتأهيل لغوياً أو فنياً قبل ابتداء الدراسة.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,56,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: هل تحتسب المدة اللازمة للتأهيل لغوياً أو فنياً قبل بدء الدراسة ضمن الإجازة الدراسية؟ الإجابة: مدة الإجازة الدراسية التي تمنح بدون راتب هي المدة اللازمة للحصول على الدرجة العلمية التي من أجلها سمح للموظف بالإجازة وتدخل ضمنها المدة اللازمة للتأهيل لغوياً أو فنياً قبل ابتداء الدراسة.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,33a7c762ae2eeabe9a55e18f8f89b1b064dc1147bc5dbebb712f7c4b6a86a401,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: هل تحتسب المدة اللازمة للتأهيل لغوياً أو فنياً قبل بدء الدراسة ضمن الإجازة الدراسية؟ الإجابة: مدة الإجازة الدراسية التي تمنح بدون راتب هي المدة اللازمة للحصول على الدرجة العلمية التي من أجلها سمح للموظف بالإجازة وتدخل ضمنها المدة اللازمة للتأهيل لغوياً أو فنياً قبل ابتداء الدراسة.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: هل تحتسب المده اللازمه للتاهيل لغويا او فنيا قبل بدء الدراسه ضمن الاجازه الدراسيه؟ الاجابه: مده الاجازه الدراسيه التي تمنح بدون راتب هي المده اللازمه للحصول علي الدرجه العلميه التي من اجلها سمح للموظف بالاجازه وتدخل ضمنها المده اللازمه للتاهيل لغويا او فنيا قبل ابتداء الدراسه.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
672,مدرس لديه رصيد من الإجازات العادية استحقها عن خدمته على الوظائف الإدارية. ما مدى إمكانية تمتعه بها؟,إمكانية استفادة المدرس من رصيد إجازاته العادية لغرض التمتع بشرط أن يتم ذلك في العطلة الصيفية فقط في الفترة المطلوب تواجده فيها على ألا يزيد مجموع ما يتمتع به عن السقف المحدد للتمتع سنوياً.,أفراد | العمالة المنزلية | كبار السن,قطاع الخدمة المدنية (العام),مركز الرياض للسياسات السلوكية,57,https://www.hrsd.gov.sa/contact-us/faq,HRSD FAQ,التصنيف: أفراد | العمالة المنزلية | كبار السن قطاع الخدمة المدنية (العام) مركز الرياض للسياسات السلوكية السؤال: مدرس لديه رصيد من الإجازات العادية استحقها عن خدمته على الوظائف الإدارية. ما مدى إمكانية تمتعه بها؟ الإجابة: إمكانية استفادة المدرس من رصيد إجازاته العادية لغرض التمتع بشرط أن يتم ذلك في العطلة الصيفية فقط في الفترة المطلوب تواجده فيها على ألا يزيد مجموع ما يتمتع به عن السقف المحدد للتمتع سنوياً.,faq,HRSD FAQ,أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية,28b2cb11b3f33cd8edd7e1d43439d5e50349963ea61ceb6601b3f8165209a9b6,المصدر: HRSD FAQ التصنيف: أفراد | العمالة المنزلية | كبار السن | قطاع الخدمة المدنية (العام) | مركز الرياض للسياسات السلوكية السؤال: مدرس لديه رصيد من الإجازات العادية استحقها عن خدمته على الوظائف الإدارية. ما مدى إمكانية تمتعه بها؟ الإجابة: إمكانية استفادة المدرس من رصيد إجازاته العادية لغرض التمتع بشرط أن يتم ذلك في العطلة الصيفية فقط في الفترة المطلوب تواجده فيها على ألا يزيد مجموع ما يتمتع به عن السقف المحدد للتمتع سنوياً.,المصدر: HRSD FAQ التصنيف: افراد العماله المنزليه كبار السن قطاع الخدمه المدنيه (العام) مركز الرياض للسياسات السلوكيه السوال: مدرس لديه رصيد من الاجازات العاديه استحقها عن خدمته علي الوظايف الاداريه. ما مدي امكانيه تمتعه بها؟ الاجابه: امكانيه استفاده المدرس من رصيد اجازاته العاديه لغرض التمتع بشرط ان يتم ذلك في العطله الصيفيه فقط في الفتره المطلوب تواجده فيها علي الا يزيد مجموع ما يتمتع به عن السقف المحدد للتمتع سنويا.,exclude_non_labor_faq,"Metadata indicates non-labor, social, or general FAQ.",False,False
