eval_id,eval_type,expected_source,question,gold_document_unit_ids,original_top5_ids,original_top5_sources,source_aware_top5_ids,source_aware_hit_at_1,source_aware_hit_at_3,source_aware_hit_at_5,source_aware_rr,source_aware_ndcg_at_5,source_aware_first_match_rank,latency_sec
FAQ_INDEXED_RETRIEVAL_0057,faq_paraphrase_retrieval,faq,ما مقدار عدد العقود التي يمكن للفرد توقيعها؟,e3c4cbd61f7478685c5fad34715a5866672bc80609bcd55c489f32e3645c6b17,e3c4cbd61f7478685c5fad34715a5866672bc80609bcd55c489f32e3645c6b17|c9a21fbcbb61daf80cda91d5fff90c0620c61a52964483d2246ad7c37f13bc25|b9ce6acac4d58bf08d0059d367c9cac542b97ebf4d3e98e0ae1e4caf3b2b3d16|7ea405a8ffadf308f00ac9d24e5af0365a1509267866717162d256c66dc9e5ca|f9e3e017efaea2f7a033f06b6670dba449de0eca80368b978391d72ccc3e8a8d,faq|faq|legal_article|faq|faq,e3c4cbd61f7478685c5fad34715a5866672bc80609bcd55c489f32e3645c6b17|c9a21fbcbb61daf80cda91d5fff90c0620c61a52964483d2246ad7c37f13bc25|7ea405a8ffadf308f00ac9d24e5af0365a1509267866717162d256c66dc9e5ca|f9e3e017efaea2f7a033f06b6670dba449de0eca80368b978391d72ccc3e8a8d,1,1,1,1.0,1.0,1.0,0.2974395751953125
FAQ_INDEXED_RETRIEVAL_0058,faq_paraphrase_retrieval,faq,في أي حالة ستبدأ الرقابة على منافذ الخدمة للمهنة الواردة في القرار؟,06ca86e549c5c347e7f144f96bbb40fa0d4cbf01599f4f1ecd0089b806278aa6,06ca86e549c5c347e7f144f96bbb40fa0d4cbf01599f4f1ecd0089b806278aa6|cc0c14ff492538de96aca05538933b0a3d514a136d52d8adac5552ccf866ba73|3faa40187393f2d6ff9b6d6cec0e6873173fe08352831d7a7e1d883f3a7db2a8|f6cb1c912ccbb571bd042480fb270bb4a2a348d19b19998dafe25511b00601ef|b02dec4e07546116768fbbe98559cd586265a57b86192c107e28bd62447c1427,faq|legal_article|legal_article|faq|legal_article,06ca86e549c5c347e7f144f96bbb40fa0d4cbf01599f4f1ecd0089b806278aa6|f6cb1c912ccbb571bd042480fb270bb4a2a348d19b19998dafe25511b00601ef,1,1,1,1.0,1.0,1.0,0.47558093070983887
FAQ_INDEXED_RETRIEVAL_0059,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: ما مدى نظامية قيام الجهة الحكومية بإيقاف المستحقات التقاعدية للموظف لديها إذا كانت خدماته تزيد عن خمسة وعشرين سنة وقد صدر بحقه حكم نهائي من ديوان المظالم يقضي بإدانته بجريمة الاختلاس ومعاقبته عن ذلك مع رد المبلغ المختلس مما دفع بجهة عمله إلى عدم اخلاء طرف؟,5f63f5fd601329dfbe42a67fbca5628dd9403ff072b03101b6a48b610b925cee,5f63f5fd601329dfbe42a67fbca5628dd9403ff072b03101b6a48b610b925cee|5c173beff3f129204768a7c4a37ccf1caf9604dbb76fa9ee8692ae1d1ecf66c6|b0c12a67606179951e984f2f3e51d30baf2e5494e7bcc0f8c820453563770454|8ad120802d254d507d9ae09dca790970c9ed6bf5b307b2392a89c2522b590b25|d14e09f8ab02a92353ec382647fa56af1e11be033de5f0e5b98ad8edb31c446e,faq|faq|faq|faq|faq,5f63f5fd601329dfbe42a67fbca5628dd9403ff072b03101b6a48b610b925cee|5c173beff3f129204768a7c4a37ccf1caf9604dbb76fa9ee8692ae1d1ecf66c6|b0c12a67606179951e984f2f3e51d30baf2e5494e7bcc0f8c820453563770454|8ad120802d254d507d9ae09dca790970c9ed6bf5b307b2392a89c2522b590b25|d14e09f8ab02a92353ec382647fa56af1e11be033de5f0e5b98ad8edb31c446e,1,1,1,1.0,1.0,1.0,0.34317994117736816
FAQ_INDEXED_RETRIEVAL_0060,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: ماذا يحدث إذا لم يوافق الموظف على العقد؟,988be671dd6148222062d906d88b481ede0668f764be55d5ec361c4f92a3453c,988be671dd6148222062d906d88b481ede0668f764be55d5ec361c4f92a3453c|c5fe5ae610393ddae09149a89430aca1a42c6dad1a6f45520c3ade29035a9590|93106f92e2e463b2afeee9b680ab418b16cc3907a7b7f1d8308274a5081c8839|7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e|c82e5062ca01e9199295211aaf54ad2d80d8cd53acadfbfa71524b8df1a6d2b3,faq|legal_article|legal_article|faq|legal_article,988be671dd6148222062d906d88b481ede0668f764be55d5ec361c4f92a3453c|7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e,1,1,1,1.0,1.0,1.0,0.3739924430847168
FAQ_INDEXED_RETRIEVAL_0061,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: من هم الفئة المستهدفة من خدمة التقديم على برنامج الاسر الكافلة؟,bf2f475380b1b4224ac8404229cc0e97f8580f46fdd331dced2cf66a74720cc9,bf2f475380b1b4224ac8404229cc0e97f8580f46fdd331dced2cf66a74720cc9|205c9d97486472e83495e1680e90df74b6efff0360649683116601e06be0f30b|4578a189da886f36a35ae2a6e5c8bf89ad6b152a54defe5df3b7cdd772bc8879|35a716f022e5f2f31ed46e7915b0476442c6640017d50ed35454a405a6e0e13b|a4bbe5708b5b0077f38f4dc51b1b3730d0bc35a96b530464debd359787ff62e0,faq|faq|faq|faq|faq,bf2f475380b1b4224ac8404229cc0e97f8580f46fdd331dced2cf66a74720cc9|205c9d97486472e83495e1680e90df74b6efff0360649683116601e06be0f30b|4578a189da886f36a35ae2a6e5c8bf89ad6b152a54defe5df3b7cdd772bc8879|35a716f022e5f2f31ed46e7915b0476442c6640017d50ed35454a405a6e0e13b|a4bbe5708b5b0077f38f4dc51b1b3730d0bc35a96b530464debd359787ff62e0,1,1,1,1.0,1.0,1.0,0.4819521903991699
FAQ_INDEXED_RETRIEVAL_0062,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: ما مدى استحقاق الموفد للتدريب خارج مقر عمله لبدل النقل بالإضافة إلى بدل الانتداب المقرر له بموجب قرار مجلس الخدمة المدنية رقم (283) في 20/7/1400هـ؟,d20ed6646bcf5a6caae04a28e9dcfeadc87bd89cd8dae8f75ec1748943f58126,d20ed6646bcf5a6caae04a28e9dcfeadc87bd89cd8dae8f75ec1748943f58126|2c55970491f40a3dae9554824f4a7a5629081787ebebf71d02c75edfe1ea78a8|c492292698eb771cf8d3ea473e40358b6d243ac6e935a6fc60527e0dcf8ad53f|c6d27b1007b1f6b05440c77f0e5411f53ec19fa47ef84826ec88b152fcd3e30c|65455c943e5ae433f16b0bae3362dd77d594b34ec61cdbb0dc532a72463d7036,faq|faq|faq|faq|faq,d20ed6646bcf5a6caae04a28e9dcfeadc87bd89cd8dae8f75ec1748943f58126|2c55970491f40a3dae9554824f4a7a5629081787ebebf71d02c75edfe1ea78a8|c492292698eb771cf8d3ea473e40358b6d243ac6e935a6fc60527e0dcf8ad53f|c6d27b1007b1f6b05440c77f0e5411f53ec19fa47ef84826ec88b152fcd3e30c|65455c943e5ae433f16b0bae3362dd77d594b34ec61cdbb0dc532a72463d7036,1,1,1,1.0,1.0,1.0,0.3266322612762451
FAQ_INDEXED_RETRIEVAL_0063,faq_paraphrase_retrieval,faq,ما طريقة يمكن إعادة طباعة الاشعار في حال فقدانه؟,8dc97301776f811529769104eb6152984b746e9d2f2449d50fc39de995b451e4,8dc97301776f811529769104eb6152984b746e9d2f2449d50fc39de995b451e4|af76d94dfc73fcd486c0c419dd015e9912a6d6b421d088704beea446af90b0ee|b0e58ccb77455af6b13aa31213577924e24c8a4bf058fcaba5258ec096737855|4a566b122798e87b12b980d3b9ed980e9f2afeb409dd4641cd18e30306d90909|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,faq|legal_article|faq|faq|faq,8dc97301776f811529769104eb6152984b746e9d2f2449d50fc39de995b451e4|b0e58ccb77455af6b13aa31213577924e24c8a4bf058fcaba5258ec096737855|4a566b122798e87b12b980d3b9ed980e9f2afeb409dd4641cd18e30306d90909|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,1,1,1,1.0,1.0,1.0,0.44954609870910645
FAQ_INDEXED_RETRIEVAL_0064,faq_paraphrase_retrieval,faq,أريد معرفة خدمة التقديم على طلب اصدار تصريح سفر وجواز سفر وتجديده للأيتام؟,c05e03db459df7c1676565761a8054d6c4600765fc6dcb879da32c34fcd23acf,c05e03db459df7c1676565761a8054d6c4600765fc6dcb879da32c34fcd23acf|8905050eba39fdfbf71ed41e289d2d4759742dfd50ddda6242fd43b9cfe83283|3f7a64cf3c0cbf0f6bcfe3e9d8c0d450ee984c72e84171333c84e20119af3b3b|205c9d97486472e83495e1680e90df74b6efff0360649683116601e06be0f30b|6aadca0a4c26a951315155e1511f3a9c5eb13a98cd4c165f3311b9f7018140f1,faq|faq|faq|faq|faq,c05e03db459df7c1676565761a8054d6c4600765fc6dcb879da32c34fcd23acf|8905050eba39fdfbf71ed41e289d2d4759742dfd50ddda6242fd43b9cfe83283|3f7a64cf3c0cbf0f6bcfe3e9d8c0d450ee984c72e84171333c84e20119af3b3b|205c9d97486472e83495e1680e90df74b6efff0360649683116601e06be0f30b|6aadca0a4c26a951315155e1511f3a9c5eb13a98cd4c165f3311b9f7018140f1,1,1,1,1.0,1.0,1.0,0.4578573703765869
FAQ_INDEXED_RETRIEVAL_0065,faq_paraphrase_retrieval,faq,أريد معرفة المدة التي تستغرقها خدمة توثيق العقود؟,f9e3e017efaea2f7a033f06b6670dba449de0eca80368b978391d72ccc3e8a8d,f9e3e017efaea2f7a033f06b6670dba449de0eca80368b978391d72ccc3e8a8d|5eba454702f0e063612cb5d6d44774a791231781c240e5f90e4e97f8b55b81b5|7ea405a8ffadf308f00ac9d24e5af0365a1509267866717162d256c66dc9e5ca|bfe9fef2ecb9ca9e6e22d8d7adad61d9c2745b47e00d4017a84d5ee82199c55a|87948be8261685e657502e8c023d087a27fb13927373f98568f379a8d20ff856,faq|faq|faq|faq|faq,f9e3e017efaea2f7a033f06b6670dba449de0eca80368b978391d72ccc3e8a8d|5eba454702f0e063612cb5d6d44774a791231781c240e5f90e4e97f8b55b81b5|7ea405a8ffadf308f00ac9d24e5af0365a1509267866717162d256c66dc9e5ca|bfe9fef2ecb9ca9e6e22d8d7adad61d9c2745b47e00d4017a84d5ee82199c55a|87948be8261685e657502e8c023d087a27fb13927373f98568f379a8d20ff856,1,1,1,1.0,1.0,1.0,0.35951757431030273
FAQ_INDEXED_RETRIEVAL_0066,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: الاعاقات خدماتها ومعاييرها الطبية كالتالي:؟,519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,faq|faq|faq|faq|faq,519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,1,1,1,1.0,1.0,1.0,0.47305750846862793
FAQ_INDEXED_RETRIEVAL_0067,faq_paraphrase_retrieval,faq,هل مسموح منح إجازة الوضع قبل الولادة بفترة معقولة؟,ced5df30836085245034444cb8dc6b41ac03f48544e4bed46e6d21666cf037cf,ced5df30836085245034444cb8dc6b41ac03f48544e4bed46e6d21666cf037cf|82bec04f14c8c77d13a484794caea9b885b0eec58a2d553a190e5a40f46708b8|44997481f95cb1ac6528d92c4c5821626f7bf8baa33c6d9289ecd27ed93f3bae|249aa47cac4c0c9eb5adaa76941e8a8ccdbc28cab7a3fa6b9cc66c8e416b447f|5f9d2dbc4ff1b2f8a86d962674e28ab1c5f5a74746a5b2297dfaced8e76c40b7,faq|faq|faq|faq|legal_article,ced5df30836085245034444cb8dc6b41ac03f48544e4bed46e6d21666cf037cf|82bec04f14c8c77d13a484794caea9b885b0eec58a2d553a190e5a40f46708b8|44997481f95cb1ac6528d92c4c5821626f7bf8baa33c6d9289ecd27ed93f3bae|249aa47cac4c0c9eb5adaa76941e8a8ccdbc28cab7a3fa6b9cc66c8e416b447f,1,1,1,1.0,1.0,1.0,0.29343128204345703
FAQ_INDEXED_RETRIEVAL_0068,faq_paraphrase_retrieval,faq,أريد معرفة حقوق الأفراد فيما يتعلق بالاطلاع على المعلومات العامة أو الحصول عليها؟,4baf8520fa3170a2af7c69563da5fa22431268ee8934eaa282ad96ff9c1f685b,4baf8520fa3170a2af7c69563da5fa22431268ee8934eaa282ad96ff9c1f685b|d1bf188b3e78c81d2e999a79102f6687855ecea90dacf5cb9fc19d0b2ea0dd08|a7aab59a44990626639ed214b3a14886f139fd18ef232da4f54cca62e94d9bdd|a7aab59a44990626639ed214b3a14886f139fd18ef232da4f54cca62e94d9bdd|e2b2b48671068c91560cc2f75ac898f8a2a8f391d3f33017b187c4d07039ffaa,faq|faq|faq|faq|faq,4baf8520fa3170a2af7c69563da5fa22431268ee8934eaa282ad96ff9c1f685b|d1bf188b3e78c81d2e999a79102f6687855ecea90dacf5cb9fc19d0b2ea0dd08|a7aab59a44990626639ed214b3a14886f139fd18ef232da4f54cca62e94d9bdd|a7aab59a44990626639ed214b3a14886f139fd18ef232da4f54cca62e94d9bdd|e2b2b48671068c91560cc2f75ac898f8a2a8f391d3f33017b187c4d07039ffaa,1,1,1,1.0,1.0,1.0,0.6900627613067627
FAQ_INDEXED_RETRIEVAL_0069,faq_paraphrase_retrieval,faq,أريد معرفة ما إذا كانت توفر البوابة المعلومات ومجموعة الخدمات الخاصة بالأشخاص ذوي الإعاقة؟,443780e1f80ef2e4a0deb2bd7ca7c6ae8cc133113fccbaa3a179d1374997f403,443780e1f80ef2e4a0deb2bd7ca7c6ae8cc133113fccbaa3a179d1374997f403|78a8eab36dc2513e59397ed00f1e8ed742c2490ff38c38c423ed5ba3c80f3024|5d4b007a1cabc286063fd6b2e27c8fdf7ff5173befb7906c8dd8d028ed4dce1d|bcd59ea196f07391bc7f6211d1a34a379aabe298dbce627cb35730d6d9a94f51|1d2d4109d0423311606722e82dfd41c20a7f7742c83169619385ec8d2a4c2155,faq|faq|faq|faq|faq,443780e1f80ef2e4a0deb2bd7ca7c6ae8cc133113fccbaa3a179d1374997f403|78a8eab36dc2513e59397ed00f1e8ed742c2490ff38c38c423ed5ba3c80f3024|5d4b007a1cabc286063fd6b2e27c8fdf7ff5173befb7906c8dd8d028ed4dce1d|bcd59ea196f07391bc7f6211d1a34a379aabe298dbce627cb35730d6d9a94f51|1d2d4109d0423311606722e82dfd41c20a7f7742c83169619385ec8d2a4c2155,1,1,1,1.0,1.0,1.0,0.459841251373291
FAQ_INDEXED_RETRIEVAL_0070,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: ما مدى استحقاق من يشغل وظيفة (قاضي استئناف) المشمول بنظام القضاء والمعادلة للمرتبة الممتازة للمكافأة المنصوص عليها بالمادة (53) من لائحة الحقوق والمزايا المالية؟,33c5d8cacdbd239002277bf4a27bb8a37b3aa4c4d8e0cc4483e26346117900f5,33c5d8cacdbd239002277bf4a27bb8a37b3aa4c4d8e0cc4483e26346117900f5|7baefc03492cb2b83afc30fc033fcf8b64a0c6bb73d582d728625ec5ac857cab|1e3480ae389f6036ef5bcf0e523fd7b8cb4b3183a75265a89bac075015f6b285|c492292698eb771cf8d3ea473e40358b6d243ac6e935a6fc60527e0dcf8ad53f|25d1087447d53f0cc4674a286d5e39b7dad521cb4312e49ff1cbfad5d51c260b,faq|faq|faq|faq|faq,33c5d8cacdbd239002277bf4a27bb8a37b3aa4c4d8e0cc4483e26346117900f5|7baefc03492cb2b83afc30fc033fcf8b64a0c6bb73d582d728625ec5ac857cab|1e3480ae389f6036ef5bcf0e523fd7b8cb4b3183a75265a89bac075015f6b285|c492292698eb771cf8d3ea473e40358b6d243ac6e935a6fc60527e0dcf8ad53f|25d1087447d53f0cc4674a286d5e39b7dad521cb4312e49ff1cbfad5d51c260b,1,1,1,1.0,1.0,1.0,0.5498309135437012
FAQ_INDEXED_RETRIEVAL_0071,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: العمال المعينون على بند الأجور ويتقاضون رواتب معينة هل ينظر إلى رواتبهم عند التعيين على وظائف المستخدمين بحيث يوضعون على الدرجة التي تتساوي أو تزيد على رواتبهم؟,f8bb12624fc9ae7751d19de54d72ed14cd4d5f796e8844e1c9795d6877103cb8,f8bb12624fc9ae7751d19de54d72ed14cd4d5f796e8844e1c9795d6877103cb8|5f08d84a72212d7712f89f015c8ef18cab50e5fcc234cf4114c495dfd5675709|824c4a5d30aae6ff54a965c0d935053b71e6034d36d4318118658fa3cf365068|3703460065275a9d019155e4b6b4e18e67055e49b84759cc6d4cc8a6d7015473|dd38d57da187d26b89973bf8d21829a22f466c21d4ab8d38c9a739e52edfb50e,faq|faq|faq|faq|faq,f8bb12624fc9ae7751d19de54d72ed14cd4d5f796e8844e1c9795d6877103cb8|5f08d84a72212d7712f89f015c8ef18cab50e5fcc234cf4114c495dfd5675709|824c4a5d30aae6ff54a965c0d935053b71e6034d36d4318118658fa3cf365068|3703460065275a9d019155e4b6b4e18e67055e49b84759cc6d4cc8a6d7015473|dd38d57da187d26b89973bf8d21829a22f466c21d4ab8d38c9a739e52edfb50e,1,1,1,1.0,1.0,1.0,0.3170313835144043
FAQ_INDEXED_RETRIEVAL_0072,faq_paraphrase_retrieval,faq,في أي حالة يكون إنهاء العقد؟,5b731056ef895b73c139f974e421ba5d2cb4a60ba5b11b5ba0bbcd86d71e1c88,5b731056ef895b73c139f974e421ba5d2cb4a60ba5b11b5ba0bbcd86d71e1c88|d455916914c6215e4c60380d25e1f5d5c34d3eeb6bafc32103993d12677218e4|c5fe5ae610393ddae09149a89430aca1a42c6dad1a6f45520c3ade29035a9590|0b9ac41855c09ab359d1ad7b0caea1e8c8740f27ad9599ff977b8a560fae8ae2|7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e,faq|faq|legal_article|faq|faq,5b731056ef895b73c139f974e421ba5d2cb4a60ba5b11b5ba0bbcd86d71e1c88|d455916914c6215e4c60380d25e1f5d5c34d3eeb6bafc32103993d12677218e4|0b9ac41855c09ab359d1ad7b0caea1e8c8740f27ad9599ff977b8a560fae8ae2|7165c86d716212cae3d2a66e831f493050f36ea6823907e713599bc67ab6d46e,1,1,1,1.0,1.0,1.0,0.28946423530578613
FAQ_INDEXED_RETRIEVAL_0073,faq_paraphrase_retrieval,faq,أريد معرفة ما إذا كان يوجد خدمات تقدم لمستفيدي ذوي الإعاقة مع جهات خارجية؟,4c833593be8cfcfc9c228d9b1b003d321341a2d335cb0c9686abdb3015fd80c8,4c833593be8cfcfc9c228d9b1b003d321341a2d335cb0c9686abdb3015fd80c8|b4306cf75d2fc6a99b4df3ec03ca846d7bbd05f501b705a503aab220094f2ac3|78a8eab36dc2513e59397ed00f1e8ed742c2490ff38c38c423ed5ba3c80f3024|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,faq|faq|faq|faq|faq,4c833593be8cfcfc9c228d9b1b003d321341a2d335cb0c9686abdb3015fd80c8|b4306cf75d2fc6a99b4df3ec03ca846d7bbd05f501b705a503aab220094f2ac3|78a8eab36dc2513e59397ed00f1e8ed742c2490ff38c38c423ed5ba3c80f3024|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,1,1,1,1.0,1.0,1.0,0.45803403854370117
FAQ_INDEXED_RETRIEVAL_0074,faq_paraphrase_retrieval,faq,أريد معرفة ما إذا كان يوجد تعديل على الإجراءات الحالية للتأمين الطبي والتأمينات الاجتماعية؟,d33777a52f4b6cc8ce625a19b0d7736429bffaaf5575e72622a9be7aeeef5408,d33777a52f4b6cc8ce625a19b0d7736429bffaaf5575e72622a9be7aeeef5408|714ec2bf3c376a2dbb852dfa35e22081af7d056652cec27acb1e5ff1393dfae1|4f0f69b8fac1e7834cab223a83325f60b6454649a2969c3526e38d9bda18d223|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,faq|faq|faq|faq|faq,d33777a52f4b6cc8ce625a19b0d7736429bffaaf5575e72622a9be7aeeef5408|714ec2bf3c376a2dbb852dfa35e22081af7d056652cec27acb1e5ff1393dfae1|4f0f69b8fac1e7834cab223a83325f60b6454649a2969c3526e38d9bda18d223|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1|519975c6e1d666802afd82015e412a87b72ebfc35625c9b31491a21d624d28d1,1,1,1,1.0,1.0,1.0,0.45911264419555664
FAQ_INDEXED_RETRIEVAL_0075,faq_paraphrase_retrieval,faq,أريد معرفة ما إذا كان تشمل المبادرة كافة المتعاقدين مع القطاع الخاص؟,71590f0bf2a2baf66319e8151c8fe16bd135970d553cd7ccb93251a7f3bec27f,71590f0bf2a2baf66319e8151c8fe16bd135970d553cd7ccb93251a7f3bec27f|ce98b87beb3cf3158d68f7b382ecdf84d2cec8087b7c6536e4df3be55fa0fca7|52c186baa1a548f9375be978328f5793890ae209d42fef1584cab4e1ab3935af|7476559ea61882b531d474ad31ba41f38aee14fed089b0e26df1ea26e6ad7318|a7bc668215285aca43f076b1e2a5a9aff6661cd752b04bdfc5de5dd83c0d7e04,faq|faq|faq|faq|faq,71590f0bf2a2baf66319e8151c8fe16bd135970d553cd7ccb93251a7f3bec27f|ce98b87beb3cf3158d68f7b382ecdf84d2cec8087b7c6536e4df3be55fa0fca7|52c186baa1a548f9375be978328f5793890ae209d42fef1584cab4e1ab3935af|7476559ea61882b531d474ad31ba41f38aee14fed089b0e26df1ea26e6ad7318|a7bc668215285aca43f076b1e2a5a9aff6661cd752b04bdfc5de5dd83c0d7e04,1,1,1,1.0,1.0,1.0,0.2821972370147705
FAQ_INDEXED_RETRIEVAL_0076,faq_paraphrase_retrieval,faq,ما طريقة يتم الاستفادة من خدمة التنقل الوظيفي للعمال الوافدين بين المنشآت؟,b2905996e384ac499094480daa4e70ad78767c78ee6c03d28ce5c130522f2f01,b2905996e384ac499094480daa4e70ad78767c78ee6c03d28ce5c130522f2f01|b3630151fa7ee80e1fa74277893569f754b2cafba9da78a9597bd24047e09053|424b2e8965484940ff77677c5ddc91d35026dedf798d17669db8e0e803851428|f6e2687ac22a7510dabb6863218ee6e91f5af0996f4b9f8c3d1eb3cf4baf82f6|1e256ec7bdd2e1ec26dc39ce955dcb614ede201f6d8943fa34e356fbf6c76e83,faq|faq|faq|faq|faq,b2905996e384ac499094480daa4e70ad78767c78ee6c03d28ce5c130522f2f01|b3630151fa7ee80e1fa74277893569f754b2cafba9da78a9597bd24047e09053|424b2e8965484940ff77677c5ddc91d35026dedf798d17669db8e0e803851428|f6e2687ac22a7510dabb6863218ee6e91f5af0996f4b9f8c3d1eb3cf4baf82f6|1e256ec7bdd2e1ec26dc39ce955dcb614ede201f6d8943fa34e356fbf6c76e83,1,1,1,1.0,1.0,1.0,0.3012425899505615
FAQ_INDEXED_RETRIEVAL_0077,faq_paraphrase_retrieval,faq,أريد توضيح الحكم النظامي بخصوص: اعرف حقوق العمال؟,7f81cd3c5fe470535b1c65952f22fe04293266fcfecef972015291b3f3ccfa95,7f81cd3c5fe470535b1c65952f22fe04293266fcfecef972015291b3f3ccfa95|4292f786ad4ddc5494c1303d472769f24b1831a0153f9d394e738fe4f40b3c3a|4f2961046b5fffdc637e2b7de4dfb1fd862ccc7b9f3069349681b04ff17df638|97c66b8afbad08e5620c55517fce290e247f42d4d010cfed2a83d90fd28f6da5|c91b6c3872f87c320cac960229321ad90710d58e53361f20475d343cc1d88d2d,faq|legal_article|legal_article|faq|legal_article,7f81cd3c5fe470535b1c65952f22fe04293266fcfecef972015291b3f3ccfa95|97c66b8afbad08e5620c55517fce290e247f42d4d010cfed2a83d90fd28f6da5,1,1,1,1.0,1.0,1.0,0.6846709251403809
FAQ_INDEXED_RETRIEVAL_0078,faq_paraphrase_retrieval,faq,ما طريقة أعرف ما إذا كانت منشأتي ملزمة بتطبيق برنامج حماية الأجور؟,2edd67f62b6108dad9a62ceaeac4e7fcc5c617562e84f22a3d81d0fe89edfd64,2edd67f62b6108dad9a62ceaeac4e7fcc5c617562e84f22a3d81d0fe89edfd64|526b95b2ca5ad1d583482ecac5fce9a76fd2e73a007a7725fa729760908db4e6|782454a8db80146aae7845dbc2fe9da819116345f559bc36f028b43a637b4258|93994a1a5918147635a7d53dbaba0ff7cbc78e10e18b3f54350ce4c47a189a4a|78f881c6ac6d11831761761dbf7216c07b31b6dee228ccdb6e04ad4debb0bb6c,faq|faq|faq|faq|faq,2edd67f62b6108dad9a62ceaeac4e7fcc5c617562e84f22a3d81d0fe89edfd64|526b95b2ca5ad1d583482ecac5fce9a76fd2e73a007a7725fa729760908db4e6|782454a8db80146aae7845dbc2fe9da819116345f559bc36f028b43a637b4258|93994a1a5918147635a7d53dbaba0ff7cbc78e10e18b3f54350ce4c47a189a4a|78f881c6ac6d11831761761dbf7216c07b31b6dee228ccdb6e04ad4debb0bb6c,1,1,1,1.0,1.0,1.0,0.30803680419921875
FAQ_INDEXED_RETRIEVAL_0079,faq_paraphrase_retrieval,faq,أريد معرفة خدمة مكافأة نهاية الحضانة للأسر الحاضنة؟,b9377a63866dc9bbe2c27a1f0b40925ec0773a4841eda80340454fa4d0076f01,b9377a63866dc9bbe2c27a1f0b40925ec0773a4841eda80340454fa4d0076f01|a4bbe5708b5b0077f38f4dc51b1b3730d0bc35a96b530464debd359787ff62e0|11b98c5209812fef54ef0b2c56897a8952abe3682e8bb3d9dcc11332e0c0ca5e|3f7a64cf3c0cbf0f6bcfe3e9d8c0d450ee984c72e84171333c84e20119af3b3b|79883dfc7f7a01b9fdaaa7a024de508fc0cdbd6c7950bc3bd0083a194432defd,faq|faq|faq|faq|faq,b9377a63866dc9bbe2c27a1f0b40925ec0773a4841eda80340454fa4d0076f01|a4bbe5708b5b0077f38f4dc51b1b3730d0bc35a96b530464debd359787ff62e0|11b98c5209812fef54ef0b2c56897a8952abe3682e8bb3d9dcc11332e0c0ca5e|3f7a64cf3c0cbf0f6bcfe3e9d8c0d450ee984c72e84171333c84e20119af3b3b|79883dfc7f7a01b9fdaaa7a024de508fc0cdbd6c7950bc3bd0083a194432defd,1,1,1,1.0,1.0,1.0,0.4252471923828125
