chunk_id,chunking_strategy,chunk_text,chunk_word_count,chunk_char_count,chunk_order,parent_document_id,record_id,source_type,source_name,legal_category,rag_usage,bab_label,bab_title,fasl,article_title,article_number,article_number_label,article_number_int,article_status,question,answer,beneficiaries,sector,subsite,source_url,chunk_word_len,chunk_char_len
FIXED_000181,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الحادي عشر - عقد العمل البحري المادة الثانية والثمانون بعد المائة: رقم المادة: 182 حالة المادة: active النص: يجوز لصاحب العمل إنهاء العقد دون سبق إعلان وبغير تعويض إذا ألغيت الرحلة قبل بدئها بسبب ليس لمجهز السفينة إرادة فيه، وكان الأجر على أساس الرحلة الواحدة، ما لم ينص في العقد على غير ذلك.,58,325,1,f0bec4f39347426ffbde6220b8b2aae4890f2dfcf26a2b2ea96206fbc0e0ee6d,180,legal_article,نظام العمل السعودي,عقد العمل البحري,indexing_allowed_active_law,الباب الحادي عشر,عقد العمل البحري,,المادة الثانية والثمانون بعد المائة:,الثانية والثمانون بعد المائة,182,182,active,,,,,,https://www.hrsd.gov.sa/node/5576036,58,325
FIXED_000182,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الحادي عشر - عقد العمل البحري المادة الثالثة والثمانون بعد المائة: رقم المادة: 183 حالة المادة: active النص: يلتزم صاحب العمل في حالة انقضاء العقد أو فسخه بما يأتي: أن يعيد البحار إلى الميناء الذي سافر منه عند بدء تنفيذ العقد . أن يتكفل بغذائه ونومه حتى بلوغه ذلك الميناء.,55,305,1,4674a6a76eef9f69149e6f39befda5cb4dbce0bd02101392f0833f9d99bd06d2,181,legal_article,نظام العمل السعودي,عقد العمل البحري,indexing_allowed_active_law,الباب الحادي عشر,عقد العمل البحري,,المادة الثالثة والثمانون بعد المائة:,الثالثة والثمانون بعد المائة,183,183,active,,,,,,https://www.hrsd.gov.sa/node/5576036,55,305
FIXED_000183,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الحادي عشر - عقد العمل البحري المادة الرابعة والثمانون بعد المائة : رقم المادة: 184 حالة المادة: active النص: يلتزم المجهز بترحيل البحار إلى بلده في الحالات الآتية : إذا ألغي السفر بفعل مجهز السفينة بعد قيام السفينة . إذا ألغي السفر بعد إبحار السفينة ، بسبب منع التجارة مع الجهة التي عينت لسفرها . إذا أخرج البحار من السفينة بسبب إصابته بمرض ، أوجرح أو عاهة . إذا بيعت السفينة في بلد أجنبي . إذا عزل البحار من الخدمة أثناء السفر من غير مسوغ نظامي . إذا إنتهى العقد المبرم مع البحار في ميناء غير الميناء الذي نص عليه في العقد .,108,559,1,f32b99c0ffecdc340cd88f76cee2614ce380ae91b27c99ac6cf7abb903715faf,182,legal_article,نظام العمل السعودي,عقد العمل البحري,indexing_allowed_active_law,الباب الحادي عشر,عقد العمل البحري,,المادة الرابعة والثمانون بعد المائة :,الرابعة والثمانون بعد المائة,184,184,active,,,,,,https://www.hrsd.gov.sa/node/5576036,108,559
FIXED_000184,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة الخامسة والثمانون بعد المائة: رقم المادة: 185 حالة المادة: active النص: يقصد بالعمل في المناجم والمحاجر الآتي : العمليات الخاصة بالبحث ، أو الكشف عن المواد المعدنية ، بما في ذلك الأحجار الكريمة ، أوإستخراجها ، أو تصنيعها بالمنطقة الصادر عنها الترخيص ، سواء أكانت المعادن صلبة أم سائلة . العمليات الخاصة باستخراج رواسب المواد المعدنية الموجودة على سطح الأرض أو في باطنها ، أو تركيزها ، أو تصنيعها في منطقة الترخيص . ما يلحق بالعمليات المشار إليها في الفقرتين 1-2 من هذه المادة من أعمال البناء وإقامة التركيبات والأجهزة.,103,597,1,550cda335e643557a58cd962ccef771b58a607acdf66d7d7d90576b832d27b0e,183,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الخامسة والثمانون بعد المائة:,الخامسة والثمانون بعد المائة,185,185,active,,,,,,https://www.hrsd.gov.sa/node/5576041,103,597
FIXED_000185,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة السادسة والثمانون بعد المائة: رقم المادة: 186 حالة المادة: active النص: لا يجوز تشغيل أي شخص في المنجم أو المحجر لم يتم الثامنة عشرة من العمر .,40,222,1,1a1da24370243d9bdaf4384b2b6ba01861269126a7ac8627dd2aa0b1a1b4160f,184,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة السادسة والثمانون بعد المائة:,السادسة والثمانون بعد المائة,186,186,active,,,,,,https://www.hrsd.gov.sa/node/5576041,40,222
FIXED_000186,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة السابعة والثمانون بعد المائة: رقم المادة: 187 حالة المادة: active النص: لا يجوز السماح لأي شخص بالعمل في العمليات التي يسري عليها هذا الباب إلا بعد إجراء فحص طبي كامل عليه ، وثبوت لياقته الصحية للعمل المطلوب ويجب إعادة هذا الفحص دورياً ولا يجوز تحميل العامل أي نفقة مقابل الفحوص الطبية اللازمة . ويحدد الوزير بقرار منه الأوضاع والشروط والمدد التي يجب الإلتزام بها .,78,444,1,a014008a9c639503fd9baf1e7a044513919295e996f8b9840c1c8d748885b049,185,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة السابعة والثمانون بعد المائة:,السابعة والثمانون بعد المائة,187,187,active,,,,,,https://www.hrsd.gov.sa/node/5576041,78,444
FIXED_000187,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة الثامنة والثمانون بعد المائة: رقم المادة: 188 حالة المادة: active النص: لا تزيد ساعات العمل الفعلية التي يمضيها العامل تحت سطح الأرض على سبع ساعات في اليوم ، ولا يجوز إبقاء العامل في مكان العمل سواء فوق سطح الأرض أو في باطنها مدة تزيد على عشر ساعات في اليوم ، وإذا كان العمل في باطن الأرض فتشمل هذه المدة الوقت الذي يستغرقه العامل للوصول من سطح الأرض والوقت الذي يستغرقه للعودة من باطن الأرض إلى سطحها .,90,482,1,d76b86e46794b65ac371f7814c2c7ffdd61755d8dc0cb1e5dfbd33ab46463d65,186,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الثامنة والثمانون بعد المائة:,الثامنة والثمانون بعد المائة,188,188,active,,,,,,https://www.hrsd.gov.sa/node/5576041,90,482
FIXED_000188,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة التاسعة والثمانون بعد المائة: رقم المادة: 189 حالة المادة: active النص: يحظر دخول أماكن العمل وملحقاتها على غير العاملين فيها وعلى غير المكلفين بالتفتيش على المنجم أو المحجر، والأشخاص الذين يحملون إذناً خاصاً من الجهة المختصة .,50,306,1,9e00c303284a5156fff892d2f3305a2735e6d5a299e3a4831278a9e313d21d76,187,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة التاسعة والثمانون بعد المائة:,التاسعة والثمانون بعد المائة,189,189,active,,,,,,https://www.hrsd.gov.sa/node/5576041,50,306
FIXED_000189,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة التسعون بعد المائة: رقم المادة: 190 حالة المادة: active النص: على صاحب العمل أن يعد سجلاً خاصاً لقيد العمال وحصرهم قبل دخولهم إلى أماكن العمل وعند خروجهم منها.,41,238,1,f0d2a60de9288a93af40fc4fbfe32f7287dcce70d40e54c591ef4c36f7a77baf,188,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة التسعون بعد المائة:,التسعون بعد المائة,190,190,active,,,,,,https://www.hrsd.gov.sa/node/5576041,41,238
FIXED_000190,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة الحادية والتسعون بعد المائة: رقم المادة: 191 حالة المادة: active النص: على صاحب العمل أو المدير المسؤول أن يضع لائحة بالأوامر والتعليمات الخاصة بالسلامة العامة .,39,240,1,b7112c604a7c4ac408fd8a3863a6def4035367314e2d84e6b6b252074cc299d6,189,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الحادية والتسعون بعد المائة:,الحادية والتسعون بعد المائة,191,191,active,,,,,,https://www.hrsd.gov.sa/node/5576041,39,240
FIXED_000191,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة الثانية والتسعون بعد المائة: رقم المادة: 192 حالة المادة: active النص: على صاحب العمل إنشاء نقطة إنقاذ قريبة من مكان العمل مجهزة بأدوات الإنقاذ والإسعافات الضرورية ، وأن يكون بهذه النقطة وسيلة اتصال مناسبة ، بحيث تصلح للاستعانة بها في الحال ، وعليه تعيين عامل فني مدرب للإشراف على عمليات الإنقاذ والإسعافات الأولية .,67,395,1,b770bc879255e3e7d367dd221a9136b713d8d63789494f817c1fb547a4e772f8,190,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الثانية والتسعون بعد المائة:,الثانية والتسعون بعد المائة,192,192,active,,,,,,https://www.hrsd.gov.sa/node/5576041,67,395
FIXED_000192,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثاني عشر - العمل في المناجم والمحاجر المادة الثالثة والتسعون بعد المائة: رقم المادة: 193 حالة المادة: active النص: مع عدم الإخلال بحكم المادة الثانية والأربعين بعد المائة من هذا النظام على صاحب العمل أن يعد في كل منجم أو محجر يشتغل فيه خمسون عاملاً على الأقل مكاناً مناسباً يحتوي على غرفة مجهزة بوسائل الإنقاذ والإسعافات الأولية ، وأخرى للتمريض، فضلاً عن غرفة أو أكثر لتغيير الملابس . أما في المناجم والمحاجر التي يقل عدد العمال في كل منها عن خمسين عاملاً وتقع في دائرة قطرها عشرون كيلو متراً فيجوز لصاحب العمل أن يشترك في إنشاء مكان للإنقاذ والإسعاف في مكان وسط ، أو ينشئ مكاناً للإنقاذ والإسعاف مستقلاً . وللوزير تحديد وسائل الإنقاذ والإسعاف وتدابير الوقاية والحماية في المناجم والمحاجر ، وكذلك مسؤوليات أصحاب العمل وحقوق العمال وواجباتهم.,134,776,1,2868b0f9fa420b332902817d8e50d2159a173fac72ef8334683d1e385c30f32c,191,legal_article,نظام العمل السعودي,العمل في المناجم والمحاجر,indexing_allowed_active_law,الباب الثاني عشر,العمل في المناجم والمحاجر,,المادة الثالثة والتسعون بعد المائة:,الثالثة والتسعون بعد المائة,193,193,active,,,,,,https://www.hrsd.gov.sa/node/5576041,134,776
FIXED_000193,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة الرابعة والتسعون بعد المائة: رقم المادة: 194 حالة المادة: active النص: يتولى تفتيش العمل مفتشون من موظفي الوزارة ، أو من غيرهم من السعوديين ، يحددهم الوزير أو من يفوضه ، وتكون لهم الصلاحيات والاختصاصات المنصوص عليها في هذا النظام .,52,296,1,77d1aea15d6111cbf09b13775d4afa1e32bb1ccef50cf1206f2dd8a5e973917a,192,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة الرابعة والتسعون بعد المائة:,الرابعة والتسعون بعد المائة,194,194,active,,,,,,https://www.hrsd.gov.sa/node/5576043,52,296
FIXED_000194,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة السادسة والتسعون بعد المائة: رقم المادة: 196 حالة المادة: active النص: يختص مفتشو العمل بما يأتي : مراقبة تنفيذ أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له . تزويد أصحاب العمل والعمال بالمعلومات والإرشادات الفنية التي تمكنهم من اتباع أحسن الوسائل لتنفيذ أحكام هذا النظام . إبلاغ المختصين بالوزارة بأوجه النقص التي تقصر الأحكام القائمة عن معالجتها ، واقتراح ما يلزم لذلك . ضبط مخالفات أحكام هذا النظام واللائحة والقرارات الصادرة تنفيذاً له . التحقق من المخالفات التي ترصدها جهات حكومية مختصة أخرى وتحال إلى الوزارة . اقتراح الغرامة المناسبة وفقًا لجدول المخالفات والعقوبات.,105,648,1,4c9e91dead9f4aec979953244421acdf894342e211cae7408cca2e3fd6080d4f,193,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة السادسة والتسعون بعد المائة:,السادسة والتسعون بعد المائة,196,196,active,,,,,,https://www.hrsd.gov.sa/node/5576043,105,648
FIXED_000195,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة الثامنة والتسعون بعد المائة: رقم المادة: 198 حالة المادة: active النص: يحق لمفتشي العمل: دخول أي منشأة خاضعة لأحكام نظام العمل في أي وقت من أوقات عمل المنشأة دون إشعار سابق. القيام بأي فحص أو تحقيق لازم للتحقيق من سلامة تنفيذ النظام. ولهم على الأخص ما يأتي: سؤال صاحب العمل أو من يمثله ، أو العمال ، على انفراد أو في حضور شهود ، عن أي أمر من الأمور المتعلقة بتنفيذ أحكام النظام . الاطلاع على جميع الدفاتر والسجلات والوثائق الأخرى اللازم الاحتفاظ بها طبقاً لأحكام هذا النظام والقرارات الصادرة بمقتضاه ، والحصول على صور ومستخرجات منها . أخذ عينة أو عينات من المواد المستعملة أو المتداولة في العمليات الصناعية وغيرها الخاضعة للتفتيش ، مما يظن أن لها أثراً ضاراً على صحة العمال ، أو سلامتهم ، وذلك لغرض تحليلها في المختبرات الحكومية ، ولمعرفة مدى هذا الأثر ، مع إبلاغ صاحب العمل أو ممثله بذلك .,158,855,1,4e1634c3c3df6f4890179d33557553f73b40a947c388748ae5db9c4c834b99da,194,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة الثامنة والتسعون بعد المائة:,الثامنة والتسعون بعد المائة,198,198,active,,,,,,https://www.hrsd.gov.sa/node/5576043,158,855
FIXED_000196,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة التاسعة والتسعون بعد المائة: رقم المادة: 199 حالة المادة: active النص: على أصحاب العمل ووكلائهم ومسؤوليهم في مكان العمل أن يقدموا للمفتشين ، والموظفين المكلفين بتفتيش العمل ، التسهيلات اللازمة للقيام بأداء واجبهم ، وأن يقدموا لهم ما يطلبونه من بيانات تتعلق بطبيعة عملهم ، وأن يستجيبوا لطلبات المثول أمامهم ، وأن يوفدوا مندوباً عنهم ، إذا ما طلب منهم ذلك.,72,419,1,163794cad3590e6b1245952f6ac64c9834ea4ba25b89eb80bdf9d33e68a39b66,195,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة التاسعة والتسعون بعد المائة:,التاسعة والتسعون بعد المائة,199,199,active,,,,,,https://www.hrsd.gov.sa/node/5576043,72,419
FIXED_000197,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة المئتان: رقم المادة: 200 حالة المادة: active النص: على من يقوم بالتفتيش أن يبلغ بحضوره صاحب العمل أو ممثله ، وذلك ما لم ير أن المهمة التي يقوم من أجلها بالتفتيش تقتضي غير ذلك .,46,241,1,2b4e14d294bf58906c5d83c6d0b78c4f35c73f5994ed156d15e58b11c1dfc9dd,196,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة المئتان:,المئتان,200,200,active,,,,,,https://www.hrsd.gov.sa/node/5576043,46,241
FIXED_000198,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة الأولى بعد المائتين: رقم المادة: 201 حالة المادة: active النص: لمفتش العمل الحق في إصدار التعليمات إلى أصحاب العمل بإدخال التعديلات على قواعد العمل في الأجهزة والمعدات لديهم في الآجال التي يحددها ، وذلك لضمان مراعاة الأحكام الخاصة بصحة العمال وسلامتهم 0 كما له في حالة وجود خطر يهدد صحة العمال وسلامتهم أن يطلب تنفيذ ما يراه لازماً من إجراءات لدرء هذا الخطر فوراً .,76,430,1,88ac88a9940cdedf86ee524bc7e0edc0cabceca6280bd46b73146b3cacc722b1,197,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة الأولى بعد المائتين:,الأولى بعد المائتين,201,201,active,,,,,,https://www.hrsd.gov.sa/node/5576043,76,430
FIXED_000199,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة الثانية بعد المائتين: رقم المادة: 202 حالة المادة: active النص: على مفتش العمل أن يحيط بالسرية المطلقة الشكاوي التي تصل إليه بشأن أي نقص في الأجهزة أو أي مخالفة لأحكام النظام ، وألا يبوح لصاحب العمل أومن يقوم مقامه بوجود هذه الشكاوى .,54,299,1,04df183a72de046a405dec358a40972f6417dc5afab66d3d79db02957e3e9701,198,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة الثانية بعد المائتين:,الثانية بعد المائتين,202,202,active,,,,,,https://www.hrsd.gov.sa/node/5576043,54,299
FIXED_000200,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة الرابعة بعد المائتين: رقم المادة: 204 حالة المادة: active النص: يشترك في التفتيش كلما دعت الحاجة أطباء ومهندسون وكيميائيون وإختصاصيون في السلامة والصحة المهنية . ولمدير مكتب العمل وللمفتشين أن يطلبوا عند الضرورة من الجهات التنفيذية المختصة تقديم ما يلزم من مساعدة .,54,330,1,4bf651b06be4ad61e272c0c2ce7db53631c776e5b2211a4bf4fb1e74d6a45687,199,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة الرابعة بعد المائتين:,الرابعة بعد المائتين,204,204,active,,,,,,https://www.hrsd.gov.sa/node/5576043,54,330
FIXED_000201,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الثالث عشر - تفتيش العمل المادة التاسعة بعد المائتين: رقم المادة: 209 حالة المادة: active النص: يصدر الوزير اللائحة التنفيذية لضبط أعمال التفتيش وتنظيمها.,29,187,1,a56a6cd54186199b3d77d34ecc093b7e5416ac46d0dcae7b82839eb1fc4f066f,200,legal_article,نظام العمل السعودي,تفتيش العمل,indexing_allowed_active_law,الباب الثالث عشر,تفتيش العمل,,المادة التاسعة بعد المائتين:,التاسعة بعد المائتين,209,209,active,,,,,,https://www.hrsd.gov.sa/node/5576043,29,187
FIXED_000202,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الخامس عشر - العقوبات المادة التاسعة والعشرون بعد المائتين : رقم المادة: 229 حالة المادة: active النص: 1 – مع عدم الإخلال بأي عقوبة أشد ينص عليها نظام آخر، يعاقب كل من يخل بأي حكم من أحكام هذا النظام أو لائحته أو القرارات الصادرة تنفيذا له، بعقوبة أو أكثر من العقوبات الآتية : أ – غرامة مالية لا تتجاوز مائة ألف ريال. ب – إغلاق المنشأة لمدة لا تزيد على ثلاثين يوماً. ج – إغلاق المنشأة نهائيًّا. 2 – يجوز مضاعفة العقوبة الموقعة على المخالف في حال تكرار ارتكاب لمخالفة. 3 – تتعدد الغرامات بتعدد الأشخاص الذين وقعت المخالفة في شأنهم.,106,563,1,436525f1a024c77b9843e9a096335a1f2f58a975ba78ef522d3bd67d6c0d3806,201,legal_article,نظام العمل السعودي,العقوبات,indexing_allowed_active_law,الباب الخامس عشر,العقوبات,,المادة التاسعة والعشرون بعد المائتين :,التاسعة والعشرون بعد المائتين,229,229,active,,,,,,https://www.hrsd.gov.sa/node/5576057,106,563
FIXED_000203,fixed_size_chunking_baseline,"المصدر: نظام العمل السعودي الباب الخامس عشر - العقوبات المادة التاسعة والعشرون بعد المائتين مكرر: رقم المادة: 229مكرر حالة المادة: active النص: يعاقب بغرامة لا تقل عن (200,000) مائتي ألف ريال ولا تزيد على (500,000) خمسمائة ألف ريال؛ كل من يخالف أحكام الفقرة (1) من المادة (الثلاثين) من هذا النظام، وذلك دون إخلال بما تقضي به المادة (التاسعة والعشرون بعد المائتين) منه.",62,368,1,27541598d6079bb20cc8bff881f3d605292acb8202ff178c76c8f4d55facc94a,202,legal_article,نظام العمل السعودي,العقوبات,indexing_allowed_active_law,الباب الخامس عشر,العقوبات,,المادة التاسعة والعشرون بعد المائتين مكرر:,التاسعة والعشرون بعد المائتين مكرر,229مكرر,229,active,,,,,,https://www.hrsd.gov.sa/node/5576057,62,368
FIXED_000204,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الخامس عشر - العقوبات المادة الثلاثون بعد المائتين: رقم المادة: 230 حالة المادة: active النص: للوزارة - بقرار من الوزير أو من ينيبه - إيقاع العقوبتين أو إحداهما المنصوص عليهما في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام، بما لا يتجاوز نصف الحد الأعلى المقرر لأيً منهما، ويجوز التظلم من القرار الصادر بالعقوبة أمام المحكمة الإدارية المختصة . يصدر - بقرار من الوزير - جدول تحدد فيه المخالفات والعقوبات المقابلة لها التي لا تتجاوز نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام ، ويراعى في ذلك التدرج في تحديد مقدارها وتناسبها مع جسامة المخالفة . يصدر - بقرار من الوزير - جدول تحدد فيه المخالفات التي تتجاوز عقوباتها نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام ، وتحدد فيه كذلك المخالفات التي تكون عقوبتها العقوبة الواردة في الفقرة الفرعية (ج) من الفقرة (1) من المادة المذكورة . إذا كانت المخالفة تستوجب عقوبة تزيد على نصف الحد الأعلى المقرر لها ، أو كانت من المخالفات التي تستوجب عقوبة الإغلاق النهائي للمنشأة ، وفقاً للجدول المنصوص عليه في الفقرة (3) من هذه المادة ؛ فترفع الوزارة دعوى أمام المحكمة المختصة للنظر فيها وإيقاع العقوبة المناسبة المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. يجوز الاتفاق بين الوزارة والمخالف على تسوية المخالفة ، وذلك بدفع مبلغ الغرامة الذي تقدره الوزارة ، على أن يصدر بهذه التسوية قرار من الوزير أو من ينيبه. يصدر - بقرار من الوزير - جدول تحدد فيه المخالفات والعقوبات المقابلة لها التي لا تتجاوز نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام ، ويراعى في ذلك التدرج في تحديد مقدارها وتناسبها مع جسامة المخالفة . يصدر - بقرار من الوزير - جدول تحدد فيه المخالفات التي تتجاوز عقوباتها نصف الحد الأعلى للعقوبتين الواردتين في الفقرتين الفرعيتين (أ) و(ب) من الفقرة (1) من المادة (التاسعة والعشرين بعد المائتين) من هذا النظام ، وتحدد فيه كذلك المخالفات التي تكون عقوبتها العقوبة الواردة في الفقرة الفرعية (ج) من الفقرة (1) من المادة المذكورة . إذا كانت المخالفة تستوجب عقوبة تزيد على نصف الحد الأعلى المقرر لها ، أو كانت من المخالفات التي تستوجب عقوبة الإغلاق النهائي للمنشأة ، وفقاً للجدول المنصوص عليه في الفقرة (3) من هذه المادة ؛ فترفع الوزارة دعوى أمام المحكمة المختصة للنظر فيها وإيقاع العقوبة المناسبة المنصوص عليها في المادة (التاسعة والعشرين بعد المائتين) من هذا النظام. يجوز الاتفاق بين الوزارة والمخالف على تسوية المخالفة ، وذلك بدفع مبلغ الغرامة الذي تقدره الوزارة ، على أن يصدر بهذه التسوية قرار من الوزير أو من ينيبه.,456,2642,1,3faa40187393f2d6ff9b6d6cec0e6873173fe08352831d7a7e1d883f3a7db2a8,203,legal_article,نظام العمل السعودي,العقوبات,indexing_allowed_active_law,الباب الخامس عشر,العقوبات,,المادة الثلاثون بعد المائتين:,الثلاثون بعد المائتين,230,230,active,,,,,,https://www.hrsd.gov.sa/node/5576057,456,2642
FIXED_000205,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الخامس عشر - العقوبات المادة الحادية والثلاثون بعد المائتين: رقم المادة: 231 حالة المادة: active النص: يلزم مرتكب المخالفة بإزالة المخالفة خلال مهلة تحددها اللائحة ، وفي حالة عدم إزالتها تعد مخالفة جديدة .,39,238,1,0adfcd1627d14414fb5232d68d2a90b0252209ae9950aae022d9684d07992221,204,legal_article,نظام العمل السعودي,العقوبات,indexing_allowed_active_law,الباب الخامس عشر,العقوبات,,المادة الحادية والثلاثون بعد المائتين:,الحادية والثلاثون بعد المائتين,231,231,active,,,,,,https://www.hrsd.gov.sa/node/5576057,39,238
FIXED_000206,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الخامس عشر - العقوبات المادة الثانية والثلاثون بعد المائتين: رقم المادة: 232 حالة المادة: active النص: يتم تحصيل الغرامات المقررة بموجب هذا النظام ، وفقاً للإجراءات المتبعة في تحصيل الأموال العامة ، وتؤول المبالغ إلى صندوق تنمية الموارد البشرية .,45,279,1,39a79be3be68926fd862f828da6dcdb3603be708491338fbb9c03b1a1c1a5738,205,legal_article,نظام العمل السعودي,العقوبات,indexing_allowed_active_law,الباب الخامس عشر,العقوبات,,المادة الثانية والثلاثون بعد المائتين:,الثانية والثلاثون بعد المائتين,232,232,active,,,,,,https://www.hrsd.gov.sa/node/5576057,45,279
FIXED_000207,fixed_size_chunking_baseline,المصدر: نظام العمل السعودي الباب الخامس عشر - العقوبات المادة الثالثة والثلاثين بعد المائتين: رقم المادة: 233 حالة المادة: active النص: للوزير منح مكافأة مالية لا تزيد على (25%) من مبلغ الغرامة المحصلة لمن يساعد - من موظفي التفتيش أو من غيرهم - في الكشف عن أي من مخالفات أحكام هذا النظام ولائحته والقرارات الصادرة تنفيذاً له.,57,325,1,d417f15ad347bdd8fc3e98fc1d4d884456fa42a32a3272648551609b8073cac1,206,legal_article,نظام العمل السعودي,العقوبات,indexing_allowed_active_law,الباب الخامس عشر,العقوبات,,المادة الثالثة والثلاثين بعد المائتين:,الثالثة والثلاثين بعد المائتين,233,233,active,,,,,,https://www.hrsd.gov.sa/node/5576057,57,325
