chunk_id,chunking_strategy,chunk_text,chunk_word_count,chunk_char_count,chunk_order,parent_document_id,record_id,source_type,source_name,legal_category,rag_usage,article_number_int,article_number_label,bab_label,bab_title,fasl,article_title
STRUCT_000108,safe_structural_chunking,"شروط العمل وظروفه - الفصل الثالث - المادة 107
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الثالث المادة السابعة بعد المائة: رقم المادة: 107 حالة المادة: active النص: يجب على صاحب العمل أن يدفع للعامل أجراً إضافيًّا عن ساعات العمل الإضافية يوازي أجر الساعة مضافاً إليه (50%) من أجره الأساسي، ويجوز لصاحب العمل بموافقة العامل أن يحتسب للعامل أيام إجازة تعويضية مدفوعة الأجر بدلًا عن الأجر المستحق للعامل لساعات العمل الإضافية. وتبين اللائحة الأحكام المتصلة بذلك. إذا كان التشغيل في المنشأة على أساس المعيار الأسبوعي لساعات العمل تعد الساعات التي تزيد على الساعات المتخذة لهذا المعيار ساعات عمل إضافية . تعد جميع ساعات العمل التي تؤدَّى في أيام العطل والأعياد ساعات إضافية .",117,693,1,e8b5ef7c86bc97c469eb6af936fc5aeafda9ce44bf0eed4b9c3c3a7130387fc6,108,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,107,107,الباب السادس,شروط العمل وظروفه,الفصل الثالث,المادة السابعة بعد المائة:
STRUCT_000109,safe_structural_chunking,"شروط العمل وظروفه - الفصل الثالث - المادة 108
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الثالث المادة الثامنة بعد المائة: رقم المادة: 108 حالة المادة: active النص: لا تسري أحكام المادتين الثامنة والتسعين والأولى بعد المائة من هذا النظام على الحالات الآتية: الأشخاص الذين يشغلون مناصب عالية ذات مسؤولية في الإدارة والتوجيه ، إذا كان من شأن هذه المناصب أن يتمتع شاغلوها بسلطات صاحب العمل على العمال . الأعمال التجهيزية أو التكميلية التي يجب إنجازها قبل ابتداء العمل أو بعده . العمل الذي يكون متقطعاً بالضرورة . العمال المخصصون للحراسة والنظافة ، عدا عمال الحراسة الأمنية المدنية . وتحدد اللائحة الأعمال المبينة في الفقرات 2 ، 3 ، 4 من هذه المادة والحد الأقصى لساعات العمل فيها .",123,700,1,ca6cc094ab3ce37fc177598a1d2c327834a69443b2b4fcd93428e9379e09d03e,109,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,108,108,الباب السادس,شروط العمل وظروفه,الفصل الثالث,المادة الثامنة بعد المائة:
STRUCT_000110,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 109
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة التاسعة بعد المائة: رقم المادة: 109 حالة المادة: active النص: يستحق العامل عن كل عام إجازة سنوية لا تقل مدتها عن واحد وعشرين يوماً ، تُزاد إلى مدة لا تقل عن ثلاثين يوماً إذا أمضى العامل في خدمة صاحب العمل خمس سنوات متصلة ، وتكون الإجازة بأجر يدفع مقدماً . يجب أن يتمتع العامل بإجازته في سنة استحقاقها ، ولا يجوز النزول عنها ، أو أن يتقاضى بدلاً نقدياً عوضاً عن الحصول عليها أثناء خدمته ، ولصاحب العمل أن يحدد مواعيد هذه الإجازات وفقاً لمقتضيات العمل ، أو يمنحها بالتناوب لكي يؤمن سير عمله ، وعليه إشعار العامل بالميعاد المحدد لتمتعه بالإجازة بوقت كافٍ لا يقل عن ثلاثين يوماً .",132,702,1,80b9f2ab3f90233bc03c55e64eb9eaad142f2e0e7b5ea944fb810b1abf71cfed,110,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,109,109,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة التاسعة بعد المائة:
STRUCT_000111,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 110
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة العاشرة بعد المائة: رقم المادة: 110 حالة المادة: active النص: للعامل بموافقة صاحب العمل أن يؤجل إجازته السنوية أو أياماً منها إلى السنة التالية . لصاحب العمل حق تأجيل إجازة العامل بعد نهاية سنة استحقاقها إذا اقتضت ظروف العمل ذلك لمدة لا تزيد على تسعين يوماً ، فإذا اقتضت ظروف العمل استمرار التأجيل وجب الحصول على موافقة العامل كتابة ، على ألاّ يتعدى التأجيل نهاية السنة التالية لسنة استحقاق الإجازة .",93,526,1,bdee8a861687feda8fb175d9a4a5f4ab740c548ee4d7528256ae066315200e91,111,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,110,110,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة العاشرة بعد المائة:
STRUCT_000112,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 111
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة الحادية عشرة بعد المائة: رقم المادة: 111 حالة المادة: active النص: للعامل الحق في الحصول على أجرة عن أيام الإجازة المستحقة إذا ترك العمل قبل استعماله لها وذلك بالنسبة إلى المدة التي لم يحصل على إجازته عنها كما يستحق أجرة الإجازة عن أجزاء السنة بنسبة ما قضاه منها في العمل.",72,398,1,6e6c8673adaa51e0d5e36d8807155b8b4a11c80dbdacd9d0003d61cadafb2edd,112,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,111,111,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة الحادية عشرة بعد المائة:
STRUCT_000113,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 112
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة الثانية عشرة بعد المائة: رقم المادة: 112 حالة المادة: active النص: لكل عامل الحق في إجازة بأجر كامل في الأعياد والمناسبات التي تحددها اللائحة .",47,269,1,7dd9cef00a2701ada5cec36050299535bcf4c3804b7ec91c16ff118ada738134,113,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,112,112,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة الثانية عشرة بعد المائة:
STRUCT_000114,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 113
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة الثالثة عشرة بعد المائة : رقم المادة: 113 حالة المادة: active النص: مع مراعاة اجازات المرأة العاملة المحددة بموجب هذا النظام، للعامل الحق في إجازة بأجر كامل لمدة (خمسة) أيام عند زواجه، أو في حالة وفاة زوجه أو أحد أصوله أو فروعه، و(ثلاثة) أيام في حالة وفاة الأخ أو الأخت؛ تحتسب جميعها من تاريخ الواقعة. و(ثلاثة) أيام في حالة ولادة مولود له خلال (سبعة) أيام من تاريخ الولادة. ويحق لصاحب العمل أن يطلب الوثائق المؤيدة لهذه الحالات.",99,554,1,bf42acecf7d911571f3f1c105f9d51c8e30d781beae5d22afe803a238479a1b7,114,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,113,113,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة الثالثة عشرة بعد المائة :
STRUCT_000115,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 114
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة الرابعة عشرة بعد المائة: رقم المادة: 114 حالة المادة: active النص: للعامل الحق في الحصول على إجازة بأجر لا تقل مدتها عن عشرة أيام ولا تزيد على خمسة عشر يوماً بما فيها إجازة عيد الأضحى ؛ وذلك لأداء فريضة الحج لمرة واحدة طوال مدة خدمته إذا لم يكن قد أداها من قبل . ويشترط لاستحقاق هذه الإجازة أن يكون العامل قد أمضى في العمل لدى صاحب العمل سنتين متصلتين على الأقل ، ولصاحب العمل أن يحدد عدد العمال الذين يمنحون هذه الإجازة سنوياً وفقاً لمقتضيات العمل .",109,576,1,3b88c004534c204c5feba1566db20b2467816150908d4ccb7da284a32fdf07e3,115,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,114,114,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة الرابعة عشرة بعد المائة:
STRUCT_000116,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 115
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة الخامسة عشرة بعد المائة: رقم المادة: 115 حالة المادة: active النص: للعامل - إذا وافق صاحب العمل على انتسابه إلى مؤسسة تعليمية أو قَبِل استمراره فيها - الحق في إجازة بأجر كامل لتأدية الامتحان عن سنة غير معادة تحدد مدتها بعدد أيام الامتحان الفعلية . أما إذا كان الامتحان عن سنة معادة فيكون للعامل الحق في إجازة دون أجر بعدد أيام الامتحان الفعلية . ويحرم العامل من أجر الإجازة إذا ثبت أنه لم يؤدِ الامتحان ، مع عدم الإخلال بحق صاحب العمل في مساءلته تأديبيًّا . إذا لم يحصل العامل على موافقة صاحب العمل على انتسابه إلى مؤسسة تعليمية , فله أن يحصل على إجازة لتأدية الامتحان بعدد أيام الامتحان الفعلية تحتسب من إجازته السنوية في حال توافرها ، وعند تعذر ذلك فللعامل أن يحصل على إجازة دون أجر بعدد أيام الامتحان الفعلية . على العامل أن يتقدم بطلب الإجازة قبل موعدها بخمسة عشر يوماً على الأقل . لصاحب العمل أن يطلب من العامل تقديم الوثائق المؤيدة لطلب الإجازة ، وكذلك ما يدل على أدائه الامتحان.",188,1011,1,d2f85440a248708102c67705fbcbbcead2ee77e1244f8c103538dcf39e625d0f,116,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,115,115,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة الخامسة عشرة بعد المائة:
STRUCT_000117,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 116
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة السادسة عشرة بعد المائة: رقم المادة: 116 حالة المادة: active النص: يجوز للعامل بموافقة صاحب العمل الحصول على إجازة دون أجر ، يتفق الطرفان على تحديد مدتها ، ويعد عقد العمل موقوفاً خلال مدة الإجازة فيما زاد على عشرين يوماً ، ما لم يتفق الطرفان على خلاف ذلك .",71,382,1,fb99ea3c95c3cfa4b0300f952d61d960f39758fc6e08d7eeac1c89274ebad0ac,117,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,116,116,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة السادسة عشرة بعد المائة:
STRUCT_000118,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 117
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة السابعة عشرة بعد المائة: رقم المادة: 117 حالة المادة: active النص: للعامل الذي يثبت مرضه الحق في إجازة مرضية بأجر عن الثلاثين يوماً الأولى ، وبثلاثة أرباع الأجر عن الستين يوماً التالية ، ودون أجر للثلاثين يوماً التي تلي ذلك خلال السنة الواحدة ، سواء أكانت هذه الإجازات متصلة أم متقطعة . ويقصد بالسنة الواحدة : السنة التي تبدأ من تاريخ أول إجازة مرضية .",87,478,1,2183bea86d3647611107df091730d37e79fdbc2b3c9ae4b5ba291c94cd07d19f,118,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,117,117,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة السابعة عشرة بعد المائة:
STRUCT_000119,safe_structural_chunking,"شروط العمل وظروفه - الفصل الرابع - المادة 118
المصدر: نظام العمل السعودي الباب السادس - شروط العمل وظروفه الفصل الرابع المادة الثامنة عشرة بعد المائة: رقم المادة: 118 حالة المادة: active النص: لا يجوز للعامل أثناء تمتعه بأي من إجازاته المنصوص عليها في هذا الفصل أن يعمل لدى صاحب عمل آخر . فإذا أثبت صاحب العمل أن العامل قد خالف ذلك فله أن يحرمه من أجره عن مدة الإجازة أو يسترد ما سبق أن أداه إليه من ذلك الأجر .",81,411,1,857d0e1921395a969ef30651c93d93894f105bd5a1baba448544ce5cc4f1fa1d,119,legal_article,نظام العمل السعودي,شروط العمل وظروفه,indexing_allowed_active_law,118,118,الباب السادس,شروط العمل وظروفه,الفصل الرابع,المادة الثامنة عشرة بعد المائة:
STRUCT_000120,safe_structural_chunking,"العمل لبعض الوقت - المادة 119
المصدر: نظام العمل السعودي الباب السابع - العمل لبعض الوقت المادة التاسعة عشرة بعد المائة: رقم المادة: 119 حالة المادة: active النص: لا يعد العاملون طوال الوقت الذين يتأثرون بتخفيض جماعي ومؤقت لساعات عملهم العادية لأسباب اقتصادية أو تقنية أو هيكلية - عاملين لبعض الوقت .",52,300,1,ce6ed5bf9f660c135ea0455df4d3abee7475fb41e8cb4d41b2e20f0ae014987d,120,legal_article,نظام العمل السعودي,العمل لبعض الوقت,indexing_allowed_active_law,119,119,الباب السابع,العمل لبعض الوقت,,المادة التاسعة عشرة بعد المائة:
STRUCT_000121,safe_structural_chunking,"العمل لبعض الوقت - المادة 120
المصدر: نظام العمل السعودي الباب السابع - العمل لبعض الوقت المادة العشرون بعد المائة: رقم المادة: 120 حالة المادة: active النص: يصدر الوزير القواعد والضوابط اللازمة لتنظيم العمل لبعض الوقت ، يحدد فيه الالتزامات المترتبة على كل من العامل لبعض الوقت ، وصاحب العمل. ولا تسري أحكام هذا النظام إلا في الحدود التي يقررها الوزير ، باستثناء الحماية الممنوحة للعاملين طوال الوقت المماثلين ، من حيث السلامة والصحة المهنية وإصابات العمل .",78,457,1,d21b899f7a1947bd96bb2eea7bff5a7a21639fee8abe294346d54a91339631f9,121,legal_article,نظام العمل السعودي,العمل لبعض الوقت,indexing_allowed_active_law,120,120,الباب السابع,العمل لبعض الوقت,,المادة العشرون بعد المائة:
STRUCT_000122,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة 121
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الأول المادة الحادية والعشرون بعد المائة: رقم المادة: 121 حالة المادة: active النص: على صاحب العمل حفظ المنشأة في حالة صحية ونظيفة ، وإنارتها وتأمين المياه الصالحة للشرب والاغتسال ، وغير ذلك من قواعد الحماية والسلامة والصحة المهنية وإجراءاتها ومستوياتها وفقاً لما يحدده الوزير بقرار منه.",88,564,1,2c132d9982a39134c2ebd7d280302b4b9dc2fc1e0b8b95541510c68a869332b2,122,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,121,121,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الحادية والعشرون بعد المائة:
STRUCT_000123,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة 122
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الأول المادة الثانية والعشرون بعد المائة: رقم المادة: 122 حالة المادة: active النص: على كل صاحب عمل أن يتخذ الاحتياطات اللازمة لحماية العمال من الأخطار ، والأمراض الناجمة عن العمل ، والآلات المستعملة ، ووقاية العمل وسلامته . وعليه أن يعلن في مكان ظاهر في المنشأة التعليمات الخاصة بسلامة العمل والعمال ، وذلك باللغة العربية وبأي لغة أخرى يفهمها العمالعند الاقتضاء . ولا يجوز لصاحب العمل أن يحمّل العمال أو يقتطع من أجورهم أي مبلغ لقاء توفير هذه الحماية .",122,730,1,7bd9ed71dba301afec322db8523d0bf061f08ce5888e6d417d7f381baf51be6c,123,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,122,122,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الثانية والعشرون بعد المائة:
STRUCT_000124,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة 123
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الأول المادة الثالثة والعشرون بعد المائة: رقم المادة: 123 حالة المادة: active النص: على صاحب العمل إحاطة العامل قبل مزاولة العمل بمخاطر مهنته ، وإلزامه باستعمال وسائل الوقاية المقررة لها ، وعليه أن يوفر أدوات الوقاية الشخصية المناسبة للعمال ، وتدريبهم على استخدامها .",86,544,1,00069f2328175e6c65c73c72a928c4430ae6c94e1e51fdcd3f55190f79f039ab,124,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,123,123,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الثالثة والعشرون بعد المائة:
STRUCT_000125,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة 124
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الأول المادة الرابعة والعشرون بعد المائة: رقم المادة: 124 حالة المادة: active النص: على العامل أن يستعمل الوسائل الوقائية المخصصة لكل عملية ، وأن يحافظ عليها ، وأن ينفذ التعليمات الموضوعة للمحافظة على صحته ووقايته من الإصابات والأمراض . وعليه أن يمتنع عن ارتكاب أي فعل أو تقصير يتسبب عنه عدم تنفيذ التعليمات ، أو إساءة استعمال الوسائل المعدة لحماية مقر العمل وصحة العمال المشتغلين معه وسلامتهم أو تعطيلها .",112,683,1,8451c0818c306c1218551fbd085dc58562d0db75d6f928c0637a9ee7984bd43d,125,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,124,124,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الرابعة والعشرون بعد المائة:
STRUCT_000126,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة 125
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الأول المادة الخامسة والعشرون بعد المائة: رقم المادة: 125 حالة المادة: active النص: على صاحب العمل أن يتخذ الاحتياطات اللازمة للوقاية من الحريق ، وتهيئة الوسائل الفنية لمكافحته ، بما في ذلك تأمين منافذ للنجاة ، وجعلها صالحة للاستعمال في أي وقت ، وأن يعلق في مكان ظاهر من أماكن العمل تعليمات مفصلة بشأن وسائل منع الحريق.",99,596,1,0bd11220199c3ded111f695ecbf7b684b780315ecaf3b233d28b872ee3bc1f96,126,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,125,125,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة الخامسة والعشرون بعد المائة:
STRUCT_000127,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الأول - المادة 126
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الأول المادة السادسة والعشرون بعد المائة: رقم المادة: 126 حالة المادة: active النص: صاحب العمل مسئول عن الطوارئ والحوادث التي يصاب بها أشخاص آخرون غير عماله ، ممن يدخلون أماكن العمل بحكم الوظيفة ، أو بموافقة صاحب العمل أو وكلائه ، إذا كانت بسبب إهمال اتخاذ الاحتياطات الفنية التي يتطلبها نوع عمله . وعليه أن يعوضهم عما يصيبهم من عطل وضرر حسب الأنظمة العامة .",107,635,1,e1758a94ad4451e106b46efcafc2e813607bbef8125b07cb2a1e9c9284b77dd9,127,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,126,126,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الأول,المادة السادسة والعشرون بعد المائة:
STRUCT_000128,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة 127
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الثاني المادة السابعة والعشرون بعد المائة: رقم المادة: 127 حالة المادة: active النص: تطبق أحكام هذا الفصل على المنشآت ذات المخاطر الكبرى .",65,416,1,896784cef253f911997c9e392917d91dca81407b443475181964f0b87c888ba1,128,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,127,127,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة السابعة والعشرون بعد المائة:
STRUCT_000129,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة 128
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الثاني المادة الثامنة والعشرون بعد المائة: رقم المادة: 128 حالة المادة: active النص: تعني عبارة ""المنشأة ذات المخاطر الكبرى"" : المنشأة التي تقوم بشكل دائم أو مؤقت بإنتاج مادة أو أكثر من المواد الخطرة أو فئات من هذه المواد أو تجهيزها أو استبعادها أو مناولتها أو استخدامها أو تخزينها بكميات تتجاوز المعايير المسموح بها ، والتي يؤدي تجاوزها إلى إدراج المنشأة في عداد منشآت المخاطر الكبرى . تعني عبارة ""مادة خطرة"": أي مادة أو مزيج من المواد يشكل خطورة بحكم خواصه الكيماوية أو الفيزيائية أو السمية إما وحده أو في تركيب مع غيره . تعني عبارة ""حادث كبير"": أي حادث فجائي مثل : التسرب الكبير ، أو الحريق ، أو الانفجار في مجرى نشاط داخل منشأة ذات مخاطر كبرى ، ويتضمن مادة خطرة أو أكثر ، ويؤدي إلى خطر أكبر على العمال أو الجمهور أو البيئة عاجلاً أو آجلاً .",182,1022,1,c606986f941a1671121fb3a7842dddf2f6ebcb5a74f804b3ce0d55b77fb74eaf,129,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,128,128,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة الثامنة والعشرون بعد المائة:
STRUCT_000130,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة 129
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الثاني المادة التاسعة والعشرون بعد المائة: رقم المادة: 129 حالة المادة: active النص: تضع الوزارة ضوابط لتحديد ""المنشآت ذات المخاطر الكبرى"" إستناداً إلى قائمة المواد الخطرة ، أو فئات هذه المواد أو كلتيهما .",76,483,1,b98d7fef5f4c4365eca21edef51a36628b40f9e27d842c051dbdde21b4cf09ed,130,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,129,129,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة التاسعة والعشرون بعد المائة:
STRUCT_000131,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة 130
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الثاني المادة الثلاثون بعد المائة: رقم المادة: 130 حالة المادة: active النص: على أصحاب العمل بالتنسيق مع الوزارة تحديد وضع منشآتهم على أساس الضوابط المشار إليها في المادة التاسعة والعشرين بعد المائة من هذا النظام.",77,491,1,f5fc118521513c0eeecc264a3aadfb4ca0bd8fc7ae69a203829f1247c41de7fb,131,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,130,130,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة الثلاثون بعد المائة:
STRUCT_000132,safe_structural_chunking,"الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية - الفصل الثاني - المادة 131
المصدر: نظام العمل السعودي الباب الثامن - الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية الفصل الثاني المادة الحادية والثلاثون بعد المائة: رقم المادة: 131 حالة المادة: active النص: يصدر الوزير اللوائح والقرارات التي تتضمن الترتيبات اللازمة على مستوى المنشأة للوقاية من المخاطر الكبرى ، وواجبات أصحاب العمل في هذا الخصوص ، وكذلك الترتيبات المتخذة لحماية الجمهور والبيئة خارج موقع كل منشأة ذات مخاطر كبرى ، وحقوق العمال وواجباتهم ، وغير ذلك من التدابير اللازمة لمنع الحوادث الكبرى والتقليل من مخاطر وقوعها والحد من آثارها .",112,704,1,4d27d070a6ea4bc4c79b81344998f4e54001580540171f253197c03ae1840e37,132,legal_article,نظام العمل السعودي,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,indexing_allowed_active_law,131,131,الباب الثامن,الوقاية من مخاطر العمل والوقاية من الحوادث الصناعية الكبرى وإصابات العمل والخدمات الصحية والاجتماعية,الفصل الثاني,المادة الحادية والثلاثون بعد المائة:
