eval_id,question,expected_answer_preview,top1_source_type,top1_article_number,top1_chunk_id,top1_score,token_overlap_score,char_ngram_similarity,faq_support_score,support_label,latency_sec,top_context_preview
43,هل يمكن إلزام الموظفين بالعمل خلال إجازة عيد الفطر؟,لعدم منح الموظف إجازة عيد الفطر (لمدة 4 أيام) غرامة قدرها 5000 ريال على كل موظف لم يمنح هذه الإجازة. في المنشاة. المادة 50 من جدول المخالفات,faq,,FIXED_000485,1.0,0.5238095238095238,0.35185442262971306,0.5238095238095238,Strong,0.4537689685821533,نوع المصدر: سؤال شائع السؤال: موظف يتمتع بإجازة استثنائية تنتهي مع نهاية أخر يوم عمل قبل اجازة العيد ويطلب اجاز استثنائية اخرى مع بداية أول يوم عمل بعد اجازة العيد؟ الإجابة: لا يوجد ما يمنع نظاماً متى رغب الموظف ووافقت ج...
44,هل عدد ساعات العمل للعامل غير المسلم أكثر من العامل المسلم في شهر رمضان المبارك؟,لا يجوز تشغيل العامل تشغيلاً فعلياً أكثر من ثماني ساعات في اليوم الواحد ، إذا اعتمد صاحب العمل المعيار اليومي ، أو أكثر من ثمان وأربعين ساعة في الأسبوع ، إذا اع...,faq,,FIXED_000313,1.0,1.0,0.6353776952276531,1.0,Strong,0.5061156749725342,نوع المصدر: سؤال شائع السؤال: كم عدد ساعات العمل ؟ الإجابة: لا يجوز تشغيل العامل تشغيلًا فعليًّا أكثر من 8 ساعات في اليوم الواحد، إذا اعتمد صاحب العمل المعيار اليومي، أو أكثر من 48 ساعة في الأسبوع، إذا اعتمد المعيار الأس...
45,ماهي حقوق العامل في الإجازة المرضیة؟,للعامل الذي يثبت مرضه الحق في إجازة مرضية بأجر عن الثلاثين يومًا الأولى، وبثلاثة أرباع الأجر عن الستين يومًا التالية، ودون أجر للثلاثين يومًا التي تلي ذلك خلال ...,legal_article,117,FIXED_000119,1.0,0.4606741573033708,0.6066441963348944,0.6066441963348944,Strong,0.5061824321746826,نوع المصدر: مادة قانونية اسم المصدر: نظام العمل السعودي التصنيف القانوني: شروط العمل وظروفه الباب: شروط العمل وظروفه الفصل: الفصل الرابع رقم المادة: 117 عنوان المادة: المادة السابعة عشرة بعد المائة: حالة المادة: فعالة ال...
46,هل تستحق العاملة إجازة وضع في حال الإجهاض لا قدر الله؟,فيما يتعلق بإجازة الوضع، فإنه طالما أن المادة 151 من نظام العمل السعودي نصت صراحة على استحقاق المرأة العاملة لهذه الإجازة في حالة الوضع فقط، ولم يتطرق النظام إل...,faq,,FIXED_000315,1.0,0.4186046511627907,0.5662986353351587,0.5662986353351587,Strong,0.5187790393829346,نوع المصدر: سؤال شائع السؤال: أيام الإجازة بحالة الوفاة لا قدر الله الإجابة: للعامل الحق في إجازة بأجر كامل لمدة خمسة أيام في حالة وفاة زوجه أو أحد أصوله أو فروعه، ويقصد بالأصول الآباء والأجداد ويقصد بالفروع الأبناء والب...
47,ماهي حقوق المرأة العاملة في الإجازات في حالة الحمل والولادة؟,على صاحب العمل توفير الرعاية الطبية للمرأة العاملة أثناء الحمل والولادة. (المادة 153) لا يجوز لصاحب العمل فصل العاملة أو إنذارها بالفصل أثناء حملها أو تمتعها بإ...,faq,,FIXED_000328,1.0,0.26666666666666666,0.4765848337525262,0.4765848337525262,Strong,0.5193870067596436,نوع المصدر: سؤال شائع السؤال: ماهي الإجازات المستحقة للمرأة العاملة؟ الإجابة: للمرأة العاملة الحق في إجازة وضع بأجر كامل لمدة عشرة أسابيع توزعها كيف تشاء؛ تبدأ بحدٍّ أقصى بأربعة أسابيع قبل التاريخ المرجح للوضع، ويحدد الت...
48,كيف يتم التأكد من قبل الوزارة على تحقق الاشتراطات في المحلات المخصصة للنساء؟,تقوم وزارة الموارد البشرية والتنمية الاجتماعية بحملات تفتيشية للتحقق من تطبيق أصحاب المحلات للقرار والالتزام بضوابطه.,faq,,FIXED_000331,1.0,0.5333333333333333,0.34670091599831876,0.5333333333333333,Strong,0.512932538986206,نوع المصدر: سؤال شائع السؤال: ماهي الحقوق والواجبات العامة للمرأة العاملة؟ الإجابة: على صاحب العمل في جميع الأماكن التي يعمل فيها نساء وفي جميع المهن أن يوفر لهن مقاعد تأمينًا لاستراحتهن. في المنشآت النسائية المغلقة يجب ...
49,ماذا يعني نظام التعاقد الرسمي ؟,أسلوب ينظم العلاقة بين الموظف والجهة لأداء مهمات الوظائف بدوام كامل من خلال عقد بين الطرفين وفق نموذج العقد الوارد في أطر العمل التنظيمية للائحة التنفيذية للموا...,faq,,FIXED_000253,1.0,0.2692307692307692,0.5335860817628391,0.5335860817628391,Strong,0.549213171005249,نوع المصدر: سؤال شائع السؤال: ماهي الـمـــزايــــا المــقــدمـــة من وثيقة العمل الحـر؟ الإجابة: التسجيل الإختياري في التأمينات الاجتماعية. التعاقد مع الجهات الحكومية والخاصة بإستخدام الوثيقة كمستند رسمي. فتح حساب بنكي م...
50,هل يوجد ضوابط أو شروط إضافية للوظائف المشمولة بسلالم الرواتب ؟,الوظائف المشمولة بسلم رواتب الوظائف التعليمية يشترط لها بالإضافة للدرجة العلمية والتخصص المناسب اجتياز اختبار كفايات المعلمين والمعلمات وإصدار الرخصة المهنية ال...,faq,,FIXED_000449,1.0,0.1,0.4638964741817914,0.4638964741817914,Strong,0.5177865028381348,نوع المصدر: سؤال شائع السؤال: هل يطالب المستخدم المثبت على وظيفة مشمولة بسلم رواتب الموظفين العام بموجب الأمر السامي رقم (8442/م ب) وتاريخ 25/6/1426هـ بسنة تجربة جديدة. الإجابة: المستخدم المعين بموجب هذا الأمر غير مطالب ...
51,كيف يتم معرفه عدد السعوديين المطلوب توظيفهم لرفع نطاق المنشاة؟,يمكن للمنشأة معرفة أعداد السعوديين الواجب تعيينهم للوصول الى النطاق التي ترغب به المنشأة من خلال منصة قوى - خدمة دليل نطاقات التفاعلي رابط الخدمة .,faq,,FIXED_000283,1.0,0.4090909090909091,0.4018372944985932,0.4090909090909091,Strong,0.473773717880249,نوع المصدر: سؤال شائع السؤال: كيف يمكن التأكد من أن نطاق المنشأة يعكس النطاق الحقيقي الذي تستحقه؟ الإجابة: على المنشآت إتباع الخطوات التالية لتعديل بياناتهم والحصول على التقييم الحقيقي: التأكد من تطابق رقم المنشأة في الا...
52,عند إضافة عامل سعودي هل سيتم احتساب نسبة التوطين بشكل فوري؟,يتم احتساب وزن العامل بشكل فوري عند إضافة عامل سعودي لجميع المنشآت خلال التحديث الأسبوعي لنطاقات حسب القواعد الخاصة بالاحتساب، مع ملاحظة أنه تم إتاحة خدمة الاحت...,faq,,FIXED_000336,1.0,0.65,0.46323040158559936,0.65,Strong,0.48698878288269043,نوع المصدر: سؤال شائع السؤال: ما هي آلية احتساب اضافة او استبعاد العمالة؟ الإجابة: مع إطلاق برنامج نطاقات المطور ، ودعماً للمنشآت في تحقيق نسب التوطين المطلوبة منها، يتم حالياً احتساب وزن العامل بشكل فوري عند تسجيله لجمي...
53,ما سبب تغيير الحد الاقصى للصرف في طلب إصدار التأشيرات...؟,بسبب تغير نطاق المنشأة حسب متطلبات برنامج نطاقات المطور، ويمكن للمنشأة معرفة أعداد السعوديين الواجب تعيينهم للوصول الى نطاق السماح بإصدار التأشيرات من خلال منصة...,faq,,FIXED_000266,1.0,0.1724137931034483,0.2560276200330329,0.2560276200330329,Moderate,0.432544469833374,نوع المصدر: سؤال شائع السؤال: لماذا لا تظهر حالة سريان رخصة العمل بعد الإصدار أو التجديد في نظام أبشر أعمال أو مقيم؟ الإجابة: تُحدث حالة سداد رسوم رخصة العمل بأنظمة الجوازات خلال 24 ساعة من وقت السداد. التصنيف: أصحاب عمل...
54,لماذا تم تغيير نشاط المنشأة دون تقديم طلب بذلك؟,ضمن جهود الوزارة في تخفيف مستوى تعقيد برنامج نطاقات المطور وتسهيل إجراءاته على المنشآت والعملاء ، تم خفض عدد الأنشطة الاقتصادية في برنامج نطاقات المطور وذلك بدم...,faq,,FIXED_000337,1.0,0.2857142857142857,0.4089960596605758,0.4089960596605758,Strong,0.5042877197265625,نوع المصدر: سؤال شائع السؤال: هل يمكن أن يتغير انطاق المنشأة دون تغيير في عدد العمالة خلال السنوات القادمة؟ الإجابة: يتم تطبيق نسب التوطين المطلوبة في برنامج نطاقات المطور بشكل تدريجي على مدى ثلاث سنوات ، وللاطلاع على نس...
55,ما هي أسباب تغير النطاق دون تغير أعداد العاملين الوافدين والسعوديين لدى المنشأة؟,مع دخول برنامج نطاقات المطور حيز التنفيذ بتاريخ 1 / 12 / 2021 م تم رفع نسب التوطين المطلوبة من المنشآت، وبذلك قد يتغير نطاق المنشأة حتى مع ثبات أعداد العاملين ل...,faq,,FIXED_000337,1.0,0.6333333333333333,0.4769023259193168,0.6333333333333333,Strong,0.5016920566558838,نوع المصدر: سؤال شائع السؤال: هل يمكن أن يتغير انطاق المنشأة دون تغيير في عدد العمالة خلال السنوات القادمة؟ الإجابة: يتم تطبيق نسب التوطين المطلوبة في برنامج نطاقات المطور بشكل تدريجي على مدى ثلاث سنوات ، وللاطلاع على نس...
56,هل تتوفر نسخة من الدليل باللغة الانجليزية؟,جاري العمل على ذلك,faq,,FIXED_000359,1.0,0.75,0.21997686546716927,0.75,Strong,0.45138072967529297,نوع المصدر: سؤال شائع السؤال: هل النسخة العربية وغير العربية متطابقة من حيث الخدمات والوظائف والعرض في الأنظمة؟ الإجابة: نظام العمل متوفر بثلاث لغات (عربي، انجليزي، اردو)، وانظمة التنمية الاجتماعية والخدمة المدنية للسعود...
57,هل انتهى الاعفاء من المقابل المالي للمنشآت اقل من 4 عمال ؟,"لا , ويستمر العمل بما هو مطبق وفق الامر السامي رقم 515 وتاريخ 14-08-1441ه",faq,,FIXED_000348,1.0,0.9090909090909091,0.2451514065209247,0.9090909090909091,Strong,0.5152609348297119,"نوع المصدر: سؤال شائع السؤال: هل ألغي المقابل المالي من المصانع ؟ الإجابة: لا , ويستمر العمل بما هو مطبق وفق الامر السامي رقم 74 وتاريخ 25-01-1441ه التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل |..."
58,هل ألغيت المنشآت الفردية الصغيرة ؟,لا ، ويستمر العمل بما هو مطبق حالياً، حيث يكتفى بعامل سعودي مسجل على المنشأة.,faq,,FIXED_000348,1.0,0.5833333333333334,0.24908987603682273,0.5833333333333334,Strong,0.47498559951782227,"نوع المصدر: سؤال شائع السؤال: هل ألغي المقابل المالي من المصانع ؟ الإجابة: لا , ويستمر العمل بما هو مطبق وفق الامر السامي رقم 74 وتاريخ 25-01-1441ه التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل |..."
59,متى سيبدأ تطبيق نطاقات المطور؟,سيتم بدء العمل بموجب نطاقات المطور في 1 ديسمبر 2021م -بإذن الله.,faq,,FIXED_000334,1.0,0.6,0.31703719512145745,0.6,Strong,0.47631168365478516,نوع المصدر: سؤال شائع السؤال: متى تم تطبيق قرار نطاقات المطور؟ الإجابة: دخل البرنامج حيز التنفيذ بتاريخ 1 ديسمبر 2021 التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات السلوكية...
60,هل من الممكن أن يؤثر دمج الأنشطة في التضييق على تعدد الأنشطة وتوسعها في سوق العمل؟,تم دمج مجموعات نطاقات للأنشطة الاقتصادية في محرك نطاقات المطور بناء على معايير محددة لمنح منشآت سوق العمل مرونة أكبر مع إعطاء الأنشطة ذات الاختصاص والاختلاف خصو...,faq,,FIXED_000358,1.0,0.48,0.3426345903018997,0.48,Strong,0.46491336822509766,نوع المصدر: سؤال شائع السؤال: هل تبحث عن عمل أو تأهيل لسوق العمل؟ الإجابة: 1. يتم من خلال منصة العمل عن بعد إجراءات التعاقد بين المنشأة والباحث عن عمل عن بعد من خلال الخدمات التي تقدمها الوزارة أدناه: a. انشاء السيرة الذ...
61,هل يتطلب من المستخدم إعادة ادخال البيانات التي تملكها الجهات الحكومية الأخرى ؟,"1-التنمية الاجتماعية ( بوابة حساب المواطن ) البيانات مثال ( الاسم,تاريخ الميلاد , رقم الهوية ) 2- القطاع العام ( موقع جدارة ) البيانات مثال (الاسم , الموهل التع...",faq,,FIXED_000222,1.0,0.3076923076923077,0.5555307195062579,0.5555307195062579,Strong,0.4322066307067871,نوع المصدر: سؤال شائع السؤال: هل يتم إضافة البيانات التي تملكها الوزارة في الأصل للحقول المناسبة دون الحاجة الى إدخالها من المستخدم (إعادة استخدام البيانات) ؟ الإجابة: يتم تطبيق مبدأ إعادة استخدام البيانات حيث تمكن البوا...
62,هل يحصل العامل على إقامة أو يكتفى بالعقد؟,كما هو معمول به حالياً، يجب حصول الوافد على إقامة ورخصة عمل وعقد عمل موثق,legal_article,52,FIXED_000053,1.0,0.25,0.12666157328682617,0.25,Moderate,0.5036919116973877,نوع المصدر: مادة قانونية اسم المصدر: نظام العمل السعودي التصنيف القانوني: علاقات العمل الباب: علاقات العمل الفصل: الفصل الأول رقم المادة: 52 عنوان المادة: المادة الثانية والخمسون: حالة المادة: فعالة النص: المصدر: نظام ال...
63,آليه الحصول على التأشيرة بعد إطلاق المبادرة؟,عبر منصة أبشر وستتاح الخدمة في 14 مارس 2021,faq,,FIXED_000380,1.0,0.14285714285714285,0.09943314871171383,0.14285714285714285,Weak,0.46619153022766113,نوع المصدر: سؤال شائع السؤال: لماذا تطلق المبادرة اليوم؟ الإجابة: تعمل الوزارة دائماً على تطوير أنظمتها ولوائحها لمراعاة التطورات والمتغيرات في سوق العمل، ومن ذلك ما صدر من قرارات تُعنى بحماية الأجور وتوثيق العقود وتعزيز...
64,ما هو الشرط الجزائي للعامل؟,وفق ما ينص عليه عقد العمل الموثق بينهما، مع مراعاة أحكام المادة 77 من نظام العمل,faq,,FIXED_000368,1.0,0.8181818181818182,0.4572950777890626,0.8181818181818182,Strong,0.7781345844268799,نوع المصدر: سؤال شائع السؤال: هل ينطبق الشرط الجزائي على العامل أو صاحب العمل؟ الإجابة: يتحمل تنفيذ الشرط الجزائي الطرف الذي يقوم بإنهاء العقد قبل انتهاء مدته وفق ما تنص عليه بنود العقد الموثق بينهما، مع مراعاة أحكام الم...
65,من يدفع رسوم الإقامة ورخص العمل في النظام الجديد العامل أم صاحب العمل؟,لا يوجد تعديل على الآلية الحالية.,faq,,FIXED_000285,1.0,0.6,0.18582461874505207,0.6,Strong,0.5048384666442871,نوع المصدر: سؤال شائع السؤال: على من تكون رسوم نقل الخدمات والاستقدام ورخصة العمل وتجديدهما؟ الإجابة: عملاً بالمادة 40 من نظام العمل : 1 - يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجدي...
66,من يتحمل رسوم الاستقدام بعد تنظيم العلاقة التعاقدية؟,كما هو معمول به حالياً يتحمل رسوم الاستقدام صاحب العمل.,faq,,FIXED_000285,1.0,0.625,0.3659645158805724,0.625,Strong,0.49239134788513184,نوع المصدر: سؤال شائع السؤال: على من تكون رسوم نقل الخدمات والاستقدام ورخصة العمل وتجديدهما؟ الإجابة: عملاً بالمادة 40 من نظام العمل : 1 - يتحمل صاحب العمل رسوم استقدام العامل غير السعودي، ورسوم الإقامة ورخصة العمل وتجدي...
67,ماهي العقوبات عند الإخلال بالعقد من قبل العامل أو صاحب العمل؟,يحدد عقد العمل الموثق التزامات وحقوق الطرفين والإجراءات المترتبة على الإخلال بها بما يتوافق مع نظام العمل.,legal_article,80,FIXED_000082,1.0,0.4666666666666667,0.46602520055738744,0.4666666666666667,Strong,0.7663373947143555,نوع المصدر: مادة قانونية اسم المصدر: نظام العمل السعودي التصنيف القانوني: علاقات العمل الباب: علاقات العمل الفصل: الفصل الثالث رقم المادة: 80 عنوان المادة: المادة الثمانون: حالة المادة: فعالة النص: المصدر: نظام العمل الس...
68,ما هو إجراء تنفيذ طلب خدمة التنقل الوظيفي؟,عن طريق تقديم المنشأة الجديدة طلب الخدمة عبر منصة قوى التابعة للوزارة.,faq,,FIXED_000379,1.0,0.45454545454545453,0.2310621747970689,0.45454545454545453,Strong,0.4621267318725586,نوع المصدر: سؤال شائع السؤال: ماهي خدمة التنقل الوظيفي؟ الإجابة: هي خدمة تتيح للعامل الوافد الانتقال للعمل عند صاحب عملٍ آخر عند انتهاء عقد عمله دون الحاجة لموافقة صاحب العمل، وتحدد آليات الانتقال خلال سريان العقد بشرط ا...
69,هل يحق للعامل الانتقال قبل اكتمال مدة العقد بعد السنة الأولى من أول دخول للمملكة.,نعم يحق له الانتقال، مع الالتزام بالشرط الجزائي المنصوص عليه في العقد شريطة ألا يخالف نظام العمل، وأن يلتزم بفترة الإشعار المحددة بـ 90 يوماً.,faq,,FIXED_000374,1.0,0.5,0.4822038173041409,0.5,Strong,0.5099883079528809,نوع المصدر: سؤال شائع السؤال: هل يحق للعامل الانتقال لصاحب عمل آخر قبل انتهاء مدة العقد؟ الإجابة: نعم يحق له الانتقال مع تطبيق شروط أهلية العامل وصاحب العمل الجديد، وفي هذه الحالة ينطبق عليه الشرط الجزائي حسب المنصوص علي...
70,هل يحق للعامل طلب نقل خدماته قبل مضي 12 شهرا من قدومه للمملكة لأول مرة للعمل لدى المنشأة الحالية؟,لا يمكن للعامل طلب نقل الخدمات من المنشأة التي قدم إليها قبل مضي 12 شهراً على قدومه للعمل لأول مرة في المملكة، ولكن المبادرة نصت على استثناءات لنقل خدماته قبل ا...,faq,,FIXED_000378,1.0,0.4230769230769231,0.3767598352699581,0.4230769230769231,Strong,0.5116913318634033,نوع المصدر: سؤال شائع السؤال: ما هي شروط أهلية العامل الوافد للاستفادة من خدمة التنقل الوظيفي؟ الإجابة: أن يكون ضمن العمالة المهنية الوافدة الخاضعة لنظام العمل. أن يمضي العامل الوافد 12 شهرا لدى صاحب العمل الحالي منذ دخو...
71,هل هناك شروط أهلية لصاحب العمل الجديد لطلب نقل خدمات العامل الوافد؟,استيفاء شروط الاستقدام. الالتزام ببرنامج حماية الأجور. الالتزام ببرنامج توثيق عقود العاملين في المنشأة. استكمال برنامج التقييم الذاتي للمنشأة.,faq,,FIXED_000378,1.0,0.25,0.26717176487633165,0.26717176487633165,Moderate,0.3657987117767334,نوع المصدر: سؤال شائع السؤال: ما هي شروط أهلية العامل الوافد للاستفادة من خدمة التنقل الوظيفي؟ الإجابة: أن يكون ضمن العمالة المهنية الوافدة الخاضعة لنظام العمل. أن يمضي العامل الوافد 12 شهرا لدى صاحب العمل الحالي منذ دخو...
72,هل هناك شروط مطلوبة للاستفادة من خدمة التنقل الوظيفي؟,نعم هناك عدد من شروط الأهلية لكلِّ من العامل وصاحب العمل الجديد، وفي حال تحققها بإمكانهم الاستفادة من هذه الخدمة.,faq,,FIXED_000378,1.0,0.29411764705882354,0.3264741763205483,0.3264741763205483,Moderate,0.46341991424560547,نوع المصدر: سؤال شائع السؤال: ما هي شروط أهلية العامل الوافد للاستفادة من خدمة التنقل الوظيفي؟ الإجابة: أن يكون ضمن العمالة المهنية الوافدة الخاضعة لنظام العمل. أن يمضي العامل الوافد 12 شهرا لدى صاحب العمل الحالي منذ دخو...
73,هل تشمل المبادرة كافة المتعاقدين مع القطاع الخاص؟,المبادرة تشمل كافة العاملين الوافدين في القطاع الخاص,faq,,FIXED_000369,1.0,0.8571428571428571,0.38199288832758355,0.8571428571428571,Strong,0.4780135154724121,نوع المصدر: سؤال شائع السؤال: ماهي الفئات المستهدفة للحصول على المبادرة؟ الإجابة: فئة العاملين الوافدين في منشآت القطاع الخاص. التصنيف: أصحاب عمل | أفراد | العمالة المنزلية | كبار السن | قطاع العمل | مركز الرياض للسياسات...
74,هل يجوز للمعين على بند الأجور تأجير عقاره الذي يملكه على الجهة الحكومية التي يعمل بها؟,لا يجوز للعامل المعين على بند الأجور تأجير عقاره الذي يملكه على الجهة الحكومية التي يعمل بها وفقاً لقرار مجلس الوزراء رقم (11) وتاريخ 26/2/1400هـ الذي حظر التعا...,faq,,FIXED_000390,1.0,0.4482758620689655,0.4997340016815229,0.4997340016815229,Strong,0.42769527435302734,نوع المصدر: سؤال شائع السؤال: هل يجوز نقل العامل المعين على بند الأجور إلى إحدى الجهات الحكومية مع الاحتفاظ براتبه؟ الإجابة: لا مانع من نقل العامل من جهة إلى أخرى على إحدى الوظائف المشمولة بلائحة المعينين على بند الأجور ...
75,ما مدى امكانية اعادة عامل على بند الأجور انتهت خدمته بالاستقالة الى عمله مرة أخرى؟,لا يوجد ما يمنع من إعادة العامل في هذه الحالة الى عمله شريطة مزاولته العمل المعين عليه التزاما بالتوجيهات السامية الصادرة بهذا الشأن.,faq,,FIXED_000418,1.0,0.47368421052631576,0.3931711915266627,0.47368421052631576,Strong,0.5173079967498779,نوع المصدر: سؤال شائع السؤال: إذا أنهيت خدمة العامل المعين على لائحة بند الأجور لأي سبب من الأسباب ورغب العودة للخدمة على إحدى الفئات المشمولة باللائحة، فهل يطالب بإمضاء فترة حظر؟ الإجابة: ليس هناك مدة حظر بالنسبة للعامل...
76,ما مدى استحقاق الموظف المتدرب الذي لم يوفق بالنجاح في برنامج الدورة التدريبية للمزايا المالية الواردة في اللائحة التنفيذية للموارد البشرية في الخدمة المدنية ؟,الموظف الموفد أو المبتعث للتدريب الذي التحق بدوره تدريبية وواظب على حضورها ولكنه في نهاية الدورة لم يوفق بالنجاح، ففي هذه الحالة وبعد اقتناع الجهة التي يعمل فيه...,faq,,FIXED_000447,1.0,0.47692307692307695,0.6312043022309162,0.6312043022309162,Strong,0.4636716842651367,نوع المصدر: سؤال شائع السؤال: ما مدى استحقاق الموظف المتدرب الذي انقطع أثناء فترة التدريب للمكافأة المقررة بموجب اللائحة التنفيذية للموارد البشرية في الخدمة المدنية؟ الإجابة: إن الموظف إذا التحق بالدورة وانقطع عنها فإنه ...
77,كيف يعامل الموظف الذي يعمل خارج المملكة في حالة التحاقه بالتدريب داخل أو خارج الدولة التي فيها مقر عمله؟,1. عند التحاق الموظف الذي يعمل في الخارج بالتدريب في المدينة التي بها مقر عمله يعامل معاملة الموظف الملتحق بالتدريب داخل مقر عمله 2. عند التحاق الموظف الذي يعمل...,faq,,FIXED_000398,1.0,0.6666666666666666,0.49735371484834234,0.6666666666666666,Strong,0.4340076446533203,نوع المصدر: سؤال شائع السؤال: كيف يعامل الموظف المتدرب في الداخل أو الخارج في حالة إصابته بمرض وحصوله على إجازة مرضية؟ الإجابة: التدريب يعتبر من واجبات الوظيفة سواء كان ذلك في داخل المملكة أو خارجها ومتى أصيب الموظف المو...
78,العمال المعينون على بند الأجور ويتقاضون رواتب معينة هل ينظر إلى رواتبهم عند التعيين على وظائف المستخدمين بحيث يوضعون على الدرجة التي تتساوي أو تزيد على رواتبهم؟,المعين على لائحة المستخدمين يعين على أول مربوط المرتبة ولا ينظر إلى ما كان يتقاضاه على بند الأجور لأن الذي يمكن أن يستفيد من راتبه السابق هو الموظف أو المستخدم ...,faq,,FIXED_000406,1.0,0.5517241379310345,0.619890778902257,0.619890778902257,Strong,0.5286157131195068,نوع المصدر: سؤال شائع السؤال: ما مدى إمكانية احتفاظ العامل المعين على بند الأجور براتبه عند تعيينه على وظيفة مشمولة بنظام الخدمة المدنية ولوائحه التنفيذية؟ الإجابة: لا يوجد في نظام الخدمة المدنية ولوائحه التنفيذية نص يقض...
79,مدرس توفي أثناء العطلة الصيفية هل يستحق ورثته رواتبه عن بقية هذه العطلة؟,يستحق الورثة رواتبه عن بقية العطلة الصيفية وقد سبق أن صدر بذلك قرار مجلس الوزراء برقم 18 وتاريخ 1/8/1380هـ وهذا القرار لازال ساري المفعول بعد صدور نظام الموظفين...,faq,,FIXED_000470,1.0,0.36363636363636365,0.43280904476925663,0.43280904476925663,Strong,0.47975802421569824,نوع المصدر: سؤال شائع السؤال: مدرس مرض فمنح إجازة مرضية يقع جزء منها خلال العطلة الصيفية ويتظلم من حسم نصف راتبه مع أن الإجازة الصيفية حق له؟ الإجابة: في مثل هذه الحالة تحتسب له الإجازة المرضية قبل بداية الإجازة الصيفية ...
80,ما مدى أحقية الموظف لراتب عطلة أحد العيدين لكونه منح إجازة استثنائية تنتهي مع بداية عطلة العيد وتقدم باستقالته في أول يوم عمل بعد عطلة العيد؟,استحقاقه لراتب هذه الاجازة باعتباره لا يزال في الخدمة ويتمتع بكافة حقوقه الوظيفية.,faq,,FIXED_000485,1.0,0.2727272727272727,0.22185535060229522,0.2727272727272727,Moderate,0.5585477352142334,نوع المصدر: سؤال شائع السؤال: موظف يتمتع بإجازة استثنائية تنتهي مع نهاية أخر يوم عمل قبل اجازة العيد ويطلب اجاز استثنائية اخرى مع بداية أول يوم عمل بعد اجازة العيد؟ الإجابة: لا يوجد ما يمنع نظاماً متى رغب الموظف ووافقت ج...
81,ما مدى استحقاق المشمولين بكوادر خاصة درجة الترقية المنصوص عليها بالمادة (18/ب) من نظام الخدمة المدنية عند ترقيتهم ضمن الكادر الخاضعين له، وهل يشمل ذلك المنقولين من كادر الموظفين إلى تلك الكوادر أو العكس؟,إن من يتم ترقيتهم من المشمولين بتلك الكوادر الخاصة يجوز منحهم علاوة الترقية إذا كان النظام الخاص بهم لم ينظم ذلك ويحيل إلى نظام الخدمة المدنية في هذا الشأن، أما...,faq,,FIXED_000416,1.0,0.35714285714285715,0.44685947014699373,0.44685947014699373,Strong,0.4803011417388916,نوع المصدر: سؤال شائع السؤال: ما مدى جواز منح الموظف المنقول بترقية الدرجة الإضافية المنصوص عليها بالمادة (18/ب) من نظام الخدمة المدنية؟ الإجابة: يجوز منح الموظف المنقول بترقية من جهة حكومية إلى أخرى درجة إضافية عند ترقي...
82,هل يجوز منح الموظف الدرجة الإضافية المقررة بالمادة (18/ب) من نظام الخدمة المدنية في حالة ترقيته للمرتبة الحادية عشرة فما فوق؟,يجوز منح الموظف المرقى لإحدى المراتب التي تلي المرتبة العاشرة العلاوة الإضافية الواردة في المادة (18/ب) من نظام الخدمة المدنية التي نصت في عجزها على أنه (يجوز ب...,faq,,FIXED_000416,1.0,0.6176470588235294,0.6770440469670457,0.6770440469670457,Strong,0.44335412979125977,نوع المصدر: سؤال شائع السؤال: ما مدى جواز منح الموظف المنقول بترقية الدرجة الإضافية المنصوص عليها بالمادة (18/ب) من نظام الخدمة المدنية؟ الإجابة: يجوز منح الموظف المنقول بترقية من جهة حكومية إلى أخرى درجة إضافية عند ترقي...
83,ما مدى إمكانية تكليف العامل المعين على بند الأجور للقيام بأعمال الوظائف المشمولة بنظام الخدمة المدنية ولوائحه التنفيذية؟,لا يجوز تكليف العامل المعين على لائحة بند الأجور بأعمال الوظائف المشمولة بنظام الخدمة المدنية ولوائحه التنفيذية.,faq,,FIXED_000406,1.0,0.6875,0.6573867250344716,0.6875,Strong,0.444674015045166,نوع المصدر: سؤال شائع السؤال: ما مدى إمكانية احتفاظ العامل المعين على بند الأجور براتبه عند تعيينه على وظيفة مشمولة بنظام الخدمة المدنية ولوائحه التنفيذية؟ الإجابة: لا يوجد في نظام الخدمة المدنية ولوائحه التنفيذية نص يقض...
84,ما مدى إمكانية معاملة العامل المعين على بند الأجور بأحكام كف اليد الواردة بنظام الخدمة المدنية ولوائحه التنفيذية؟,إن العامل المعين على بند الأجور لا يعامل وفقاً لأحكام كف اليد الخاصة بالموظفين نظراً لخضوعه للائحة المعينين على بند الأجور ونظام العمل والتي لم يرد بهما نص على ...,faq,,FIXED_000395,1.0,0.43478260869565216,0.4814848260500833,0.4814848260500833,Strong,0.44616246223449707,نوع المصدر: سؤال شائع السؤال: ما مدى امكانية ابتعاث أوايفاد العامل المعين على بند الأجور للدراسة ؟ الإجابة: أحكام الابتعاث والايفاد الواردة باللائحة التنفيذية للموارد البشرية في الخدمة المدنية تسري على موظفي الدولة المشم...
